Score,ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,Species name,Study,Latitude,Longitude,Environment,WaterOrSediment,LabOrField,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,IncubationGeneral,Temperature,Salinity,Light,Season,PrimerPair,DNAExtraction
0.06276683976982718,7dd273cfe05a5c5e224f299f760201cf,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas,0.001032194868034592,0.0001768561425019823,0.00018364519377424344,0.013103303980941176,0.00015934192295577845,0.0003297809116854588,0.0004782577420948246,0.004159708442066826,0.0010607200349523258,0.001950067345400585,0.002293598347660552,1.8775217958047707e-07,0.00022672519660264876,0.0013063794378029851,0.00010927448930435354,0.028300675661453417,0.0001995110479395152,0.0008391184411264046,0.006221184424707895,0.0006363083866420444
0.06235882051411034,80e70001cfe9984ac9b29ea25f87893e,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinimonadaceae,Chitinivorax,,Chitinivorax,0.003222609563140861,2.2502099811503605e-05,0.015790657522747237,0.007145293171967369,2.823607076925817e-05,9.104609294300439e-05,0.007098422358546681,0.0006057545970275828,0.001650906780793034,0.0011958714715065704,0.001575032832441507,3.0666171052796635e-10,0.017284400497425793,0.0030739030560490853,0.00016871369764737026,0.00018951072425907916,7.096851339320294e-06,0.0011969575918141188,0.000740087404649308,0.0012718178225699457
0.05969614077723423,d7ad1bae995487781d84990fb7757f83,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium,0.004548556192118562,0.00024074428624094984,0.0035539709535643824,0.007717181778607073,0.00017708982995181968,0.00021553129732470143,0.011170171668693484,0.0035567455287778653,0.0013275806214853093,0.0020465445535184086,0.002305413547566626,2.3815346615089778e-07,0.009087266174086148,0.004920765434445169,0.0008013165101908254,0.0002867724883745776,2.8471461693103042e-05,0.0008090487984980529,0.0032296494750859,0.003673082023545132
0.05964515729968979,aa484336a6905271653212c83ec98b32,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,Xanthomonadaceae,0.0006723375000531491,8.233009503842517e-06,6.717902155739064e-06,0.004511034729240386,9.106892998711243e-05,8.306514937367003e-05,0.0037271488425913656,0.002187147810735454,0.0004445716707642538,0.0011855323381974906,0.0009234274377196417,1.3120662725549624e-10,0.0009530559706521254,0.000993161455075948,0.001942541546599377,0.04065968425057003,1.431649332295711e-05,0.0003444165741503197,0.0003080117841461081,0.0005896837736441986
0.05959042555519565,78ef3b2f80575915204e4f5f57c4ebd3,Bacteria,Marinimicrobia (SAR406 clade),,,,,,Marinimicrobia (SAR406 clade),0.0005766473190702283,6.94356191333091e-05,0.0002470771179836513,1.4946364118688797e-06,9.398268781109044e-07,9.150222637363598e-07,0.0010399113154240503,0.0009081615267744556,0.00036924932294140066,0.00040597144285769407,0.000497165994713695,0.043687382514380806,4.563440277575043e-06,0.00014368854605581772,0.00965570998550225,2.0446809865499077e-06,7.941005673306926e-07,0.00023280604287615416,0.0008500060334158806,0.0008964610666810826
0.05807394198345133,b6f37ff79e5c506a40bbf61f5c3beb13,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,Psychrobacter,0.0032080511336063967,0.00015956793776717413,0.00025727481018174075,0.00020065107478366555,6.43581097121295e-05,3.2466339913213086e-05,0.010865030769146885,0.00017171708842893762,0.0012748063402926758,0.000452571518821641,0.0007049631744467001,2.3206494050645458e-07,0.021222419927206377,0.004584568211752721,5.782785348355865e-05,0.0002610608697039197,2.2061485124882415e-05,0.0018175626136289486,0.0033912063422827173,0.00932554431822654
0.05760087771816933,3eedc0b3c25dd12e49a843252be89394,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,,Marinobacter,0.0013358675347556984,7.645516767340358e-05,2.160400371131081e-06,1.5525254356418372e-05,1.7331282864238475e-05,0.016451109002948036,0.0005927727653812345,6.656062827694433e-05,0.0007355069562938912,0.0007027413391577103,0.0005376108199914477,8.971237402786244e-10,0.00016458997542137475,0.0015366246658665868,0.012913401357868882,9.037248107293505e-07,0.017950743654421848,0.0016156794585643838,0.0012779184777518694,0.0016073743542697624
0.05699878351966074,bd1059edbe882ffb0d62371de351c2ad,Bacteria,Marinimicrobia (SAR406 clade),,,,,,Marinimicrobia (SAR406 clade),0.0002887975947301617,3.0982087037676405e-05,6.73733418241922e-05,9.742489111032885e-07,1.4222731682954044e-06,3.475366214265087e-07,0.0006835738402751598,0.0008662363962516419,0.00026035868686657596,0.0002862319223106675,0.0004208691739301774,0.042967643636439526,9.453058506057316e-07,3.946691457941706e-05,0.00964683395388053,9.372650029997624e-07,8.547755656498913e-07,0.00016719649895088884,0.0005786271912217487,0.0006891108762422987
0.05666504818770833,fba3a1a4149bf309476e3d147e77efe7,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,,,SAR116 clade,0.002790101701148232,0.0002531942552592391,0.00014797246657577962,0.0007043028913053627,0.0005906846678304976,0.0003471298408230963,0.007382439056303298,0.0069913290847561605,0.004494907458919953,0.004053647300904087,0.005225069088481357,7.589361848853553e-05,0.004125717789122958,0.00471875109250781,0.00478049910985943,1.7750175080480242e-05,0.00015461364623954742,0.001373661736756656,0.005091661401939442,0.0033457218054064124
0.055287311140405464,b8d5ee9b23b3320ff6b387c20157752a,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,,SAR11 clade,6.524373373742523e-08,1.1282537011784866e-05,1.6664471097738817e-05,2.1538930828342285e-08,1.9404103555080181e-07,2.8554980486439703e-09,9.780261348901837e-05,0.00042376127929196015,9.206717278620631e-05,0.00012204201301256315,0.00020886086233474436,0.045118484907849386,0.0,7.799065643662733e-07,0.009130589183536156,6.521835875136452e-08,5.248956617361578e-09,4.8803844606161445e-05,1.462635419296194e-05,1.1918481188861136e-06
0.05481768002706289,baa1f3c388ef92a335c3759695abbf63,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria,0.0005999044510622457,0.03056530165230364,0.0012417989738680922,1.266331919999928e-05,0.003214120814094496,1.2902630333469964e-06,0.0009269394449840262,0.00033582066238751053,2.3287574929085462e-05,0.000133278842536853,9.243817564990727e-05,0.014529987973265207,3.061860944716015e-05,0.00011185505824823458,0.0021875218667231273,8.44275721300465e-06,7.915238530836302e-07,0.00022190630485695043,1.9108916107808286e-05,0.0005606028432991047
0.05473752033410185,55ac7e296e3b2e2e1dc120c106c70da3,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,,,Microscillaceae,0.0012892326732777079,0.0001716854712909875,0.019943122032626194,0.0024095451974548866,0.007745228533958396,7.129314943954663e-06,0.002001301723108212,0.0003753723902667873,0.0007560740918246919,0.0006765243318876193,0.0006386482958334158,0.0,0.00017598154802713536,0.00029755428799208824,0.007044186691243797,0.006234321859007843,5.175493725057046e-06,0.002424290984081782,0.0020376124020774064,0.0005045330114738769
0.05459969398338627,ef8ca82d1e8c6d13b2f5bc37ec28d7f7,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,,Hyphomonas,0.002710323097639121,0.009090518501074956,0.0005501933228734045,0.0001590413398241106,0.000265584242133278,0.006791149675827138,0.002684200209070094,0.0003707468215975725,0.0008852675755417605,0.0010158170694806238,0.002703240121737301,5.18399226136428e-08,0.0022774332735676513,0.005978694010597962,0.004056128766904408,3.8634547969757944e-05,0.007946784485800974,0.0016885851403543569,0.0019547018057581474,0.0034325981357110403
0.05230954053597811,90722a58387204d92de2be9d7daab6a2,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,Burkholderiaceae,0.002388013766909346,8.948044972887848e-05,9.573441051419741e-05,0.00952320052693449,0.0002719699258638255,0.00031906661588756253,0.0006900564321735798,0.0021777537394170833,0.0007827140870066957,0.0009231907108477772,0.0012667638905049553,2.1084874472139003e-08,0.000692586054612797,0.0012674481837340686,0.0007459708074023818,0.018220629964819456,0.00010192872147273017,0.002293492003308216,0.008999792579620611,0.0014597265803449895
0.04781538858043259,0f032854ec86edf72c60237a705ccac0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,,,Micrococcaceae,0.0023417237106369854,0.005917434257731154,0.00016795094597619084,0.0011554491761789551,8.467106889165927e-06,0.01082028298353127,0.0011563470302795764,0.0016545299092642655,0.001119372343970658,0.0011162827168948212,0.0007749305968465101,9.118832041387591e-08,0.014002865075851453,0.0027722800310446888,0.00011211819849112137,1.0757565705761072e-05,3.4426088968703894e-07,0.0003959946692425904,3.517858510688143e-05,0.004252988227580443
0.047017671799827375,c4f7f7d843eca4862537b5052067f2bb,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,,Methylobacterium,0.0005637447877677522,0.00899713803176306,0.0005423908835220712,0.00011612414057217714,0.008179601826308319,8.771104483482561e-06,0.0025341152566803558,5.1011138820988054e-05,0.0001691153227861942,0.00020643508854225424,0.0004549988608503604,0.0133662268861047,0.0014189652338617684,0.0003775079478084163,0.008471338368600784,5.361584306966454e-05,4.984139246927145e-06,0.0009292318076993245,0.0001260216560435012,0.00044633347529527594
0.046332700406622525,4d7b83d18dfc7a5fc6cadcd72de413ae,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,Algoriphagus,0.0007253645335695425,3.065762283286955e-05,0.00039381934947534385,0.005703715368595087,4.42358673856097e-05,0.0009824822291147647,0.0004272862937880362,0.00858826561345969,0.004769312507041912,0.0047765226407794755,0.005082401636057287,1.5519953077450685e-08,0.0001007213267301152,0.0007099272670547824,6.218660969313477e-05,0.00934339036496348,1.4705025419704059e-05,0.001511685865974388,0.002616849145111588,0.000449155619622643
0.04487791469787567,93e5ea30358219bfb4649c4e08fb0de5,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,Alcanivorax,0.0008029825015438404,0.00014627861344357213,0.00011160737672801603,6.299999788583169e-05,0.0004939958609094348,0.007105213180130012,0.0021780907889312373,1.8695182874521092e-05,0.0006305082935697015,0.0003429004508241084,0.0007808186268986803,2.970906165517434e-06,0.008751415975001356,0.005720520169163836,0.009096380337465427,8.27351606875569e-05,0.0031685681654638276,0.0017722345803246632,0.003093606659420576,0.0005153918704439638
0.044717024066262386,0ca2eb01c2e69f3b10c46f06b0d5c236,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadaceae,0.0008994768163644278,6.635432233987823e-05,4.3773295067348555e-05,0.005300850535165853,5.5313360932371674e-05,0.000793419507284097,0.0025928972508706114,0.0012648216403530587,0.0009508432178453304,0.000808944277207554,0.00098449682163052,8.313787454291586e-10,0.019156817185020898,0.004714023766910477,0.0006275211331305457,0.00034484340063646845,8.587075333684518e-05,0.0030276424951716577,0.001975359008540294,0.0010237544470754014
0.044143480313703784,3592c701a101acb703a84b16649dd376,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,,,Chitinophagaceae,0.0019007003943193655,0.00022247331549339405,0.003440561356367216,0.0019962631783941153,0.006464794927785847,1.2951770817648713e-05,0.0018252236177552542,0.0002384775195516042,0.0008684696030472202,0.0007923826477920767,0.0007311652714633469,0.0,0.00045955291199264737,0.0004040149684558453,0.0062305612593316455,0.013359887116219693,4.133657950670246e-06,0.002183857467765308,0.002371617089349468,0.000636392239851423
0.04121350534424275,af0734d13d54fc12a56ffe1cea938f3b,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria,0.00013544509864417054,0.012710089751082248,0.00046141937517669616,3.224919657818494e-05,0.002189208055481427,1.0211636715012397e-05,0.0005547555817997567,9.99965998759305e-06,0.00014377354191988327,0.00015404004860894481,0.00035282203330219735,0.023366609946299383,4.5830115807986444e-05,8.491596050366588e-05,4.2420102422637636e-05,2.4877104219740857e-06,7.94763628362493e-05,7.193177384139951e-05,6.550736504224e-05,0.0007003120277711048
