Taxa,kingdoms,phyla,classes,orders,families,genera,species,aliphatic,biofilm,other plastic,planktonic,Importance,ANCOM
Genera: OM43 clade,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilaceae,Methylophilaceae,154.54545454545453,3023.943661971831,182.08955223880596,30728.828828828828,0.005057398420457814,NS
Species: MWH-UniP1 aquatic group,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,MWH-UniP1 aquatic group,MWH-UniP1 aquatic group,872.7272727272727,6582.394366197183,492.53731343283584,34341.89189189189,0.007540242692566819,NS
Species: Delftia,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Delftia,Delftia,23418.18181818182,1193.661971830986,32943.28358208955,352.7027027027027,0.007274549144177587,S
Genera: Delftia,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,23418.18181818182,1193.661971830986,32943.28358208955,352.7027027027027,0.00925897139048025,S
Genera: MWH-UniP1 aquatic group,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,872.7272727272727,6582.394366197183,492.53731343283584,34341.89189189189,0.00793569854217327,NS
Genera: RS62 marine group,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,93.93939393939394,4476.760563380281,108.95522388059702,38394.59459459459,0.00522905561902486,NS
Family: Methylophilaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,125604.54545454546,30974.647887323943,88273.13432835821,141248.64864864864,0.013566141289969896,NS
Species: Sandaracinaceae,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinaceae,Sandaracinaceae,4704.545454545455,5483.098591549296,3519.402985074627,3572.5225225225226,0.005296485375684161,NS
Family: Sandaracinaceae,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Myxococcales,Myxococcales,4704.545454545455,5483.098591549296,3519.402985074627,3572.5225225225226,0.007540804877509625,NS
Order: Myxococcales,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,8148.484848484848,33211.2676056338,8298.507462686568,8867.567567567568,0.010980072595602613,NS
Order: Bradymonadales,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,16730.303030303032,21750.0,9707.462686567163,8418.018018018018,0.005836142517368777,NS
Order: Bdellovibrionales,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,42077.27272727273,38046.47887323944,22101.492537313432,29773.873873873872,0.005087495944091825,NS
Family: Clade III,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade,SAR11 clade,SAR11 clade,0.0,148.59154929577466,0.0,4433.333333333333,0.010491711174152776,S
Family: Clade I,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade,SAR11 clade,SAR11 clade,15.151515151515152,128.16901408450704,5.970149253731344,5130.630630630631,0.006964529351867727,S
Species: Clade III,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,Clade III,Clade III,0.0,148.59154929577466,0.0,4433.333333333333,0.007897891331018389,S
Genera: Clade III,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,Clade III,Clade III,0.0,148.59154929577466,0.0,4433.333333333333,0.007001590803139146,S
Family: Midichloriaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales,Rickettsiales,Rickettsiales,280.3030303030303,9651.408450704226,188.0597014925373,2959.009009009009,0.011238238684197821,NS
Family: Magnetospiraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales,Rhodospirillales,Rhodospirillales,84.84848484848484,923.943661971831,183.5820895522388,7245.945945945946,0.0074147048730278,NS
Family: Rhodospirillales,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales,Rhodospirillales,Rhodospirillales,665.1515151515151,197.18309859154928,389.55223880597015,6943.693693693694,0.0053820464097663135,NS
ASV2660: Magnetospiraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae,Magnetospiraceae,27.272727272727273,393.6619718309859,79.1044776119403,5376.576576576576,0.00514093439630779,S
Species: Magnetospiraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae,Magnetospiraceae,27.272727272727273,447.88732394366195,79.1044776119403,6277.027027027027,0.008258333102015772,NS
Genera: Magnetospiraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae,Magnetospiraceae,27.272727272727273,447.88732394366195,79.1044776119403,6277.027027027027,0.008022713570083167,NS
Species: AEGEAN-169 marine group,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,AEGEAN-169 marine group,AEGEAN-169 marine group,24.242424242424242,1859.1549295774648,61.19402985074627,25741.441441441442,0.006084426698650937,NS
Family: Rhizobiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales,Rhizobiales,89784.84848484848,9303.521126760563,56376.119402985074,23913.063063063062,0.013192922683335308,NS
Family: Hyphomicrobiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales,Rhizobiales,7500.0,3190.1408450704225,6410.44776119403,3775.675675675676,0.005193108857083464,NS
Genera: Mesorhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae,Rhizobiaceae,1936.3636363636363,159.85915492957747,6061.194029850746,219.36936936936937,0.005244347851796486,S
Family: Micavibrionales,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionales,Micavibrionales,Micavibrionales,26583.333333333332,329.5774647887324,5997.014925373134,8470.720720720721,0.005507881808172105,NS
Family: Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,12945.454545454546,9420.422535211268,4055.223880597015,14796.396396396396,0.005385078261085491,NS
Order: SAR11 clade,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,24.242424242424242,1002.112676056338,22.388059701492537,19672.07207207207,0.018772272596514386,NS
Order: Rhizobiales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,156913.63636363635,26351.408450704224,104111.94029850746,45306.75675675676,0.016366935069526675,NS
Order: Rhodospirillales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,18878.78787878788,11456.338028169013,15589.55223880597,74508.1081081081,0.014063730553399365,NS
Order: Caulobacterales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,211380.30303030304,96464.78873239437,103492.53731343284,81783.33333333333,0.01110541427596321,NS
Order: Rickettsiales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,8731.818181818182,27694.3661971831,5398.507462686567,31330.18018018018,0.010408657746119836,NS
Order: Acetobacterales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,218.1818181818182,4290.140845070423,305.97014925373134,1973.4234234234234,0.008621297576969625,NS
Order: Micavibrionales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,35784.84848484849,1985.9154929577464,9004.477611940298,24615.765765765766,0.008424758331739838,NS
Order: Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,12945.454545454546,9420.422535211268,4055.223880597015,14796.396396396396,0.007854233078108367,NS
Order: Sphingomonadales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,317577.2727272727,81507.74647887323,152874.62686567163,75613.96396396396,0.0068764914207420655,NS
Order: Parvibaculales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,1715.1515151515152,307.0422535211268,882.0895522388059,2419.3693693693695,0.006032634068774478,S
Order: Puniceispirillales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,245.45454545454547,3450.7042253521126,553.7313432835821,11980.63063063063,0.005772029293462803,NS
Order: Paracaedibacterales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,1689.3939393939395,3896.478873239437,856.7164179104477,6953.153153153153,0.0052788960908114885,NS
Family: Acetobacteraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacterales,Acetobacterales,Acetobacterales,218.1818181818182,4290.140845070423,305.97014925373134,1973.4234234234234,0.005636058750084942,NS
Class: Phycisphaerae,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,41201.51515151515,76095.07042253521,27483.582089552237,50428.82882882883,0.02312205906824053,NS
Class: OM190,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,121027.27272727272,149341.54929577466,75337.31343283581,62443.24324324324,0.01953819458839149,NS
Class: Planctomycetacia,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,495884.8484848485,221756.338028169,254755.223880597,199880.63063063062,0.018155827646537497,NS
Class: BD7-11,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,489.3939393939394,3973.239436619718,5319.4029850746265,2024.3243243243244,0.014048809399629913,S
Class: 028H05-P-BN-P5,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,840.9090909090909,157.04225352112675,1589.55223880597,451.35135135135135,0.008674480858956564,NS
Class: Pla4 lineage,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,0.0,183.80281690140845,0.0,28.82882882882883,0.007804725092109755,S
Order: Isosphaerales,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetacia,Planctomycetacia,Planctomycetacia,Planctomycetacia,433.3333333333333,7347.887323943662,8976.119402985074,17016.666666666668,0.005983549514827261,NS
Order: Phycisphaerales,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae,41101.51515151515,75239.43661971831,25423.880597014926,49753.15315315315,0.0064667267163492775,NS
Class: Gracilibacteria,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,6651.515151515152,5344.366197183099,3022.3880597014927,17377.477477477478,0.02080752445919492,NS
Class: Saccharimonadia,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,24537.878787878788,12209.154929577464,13785.074626865671,63359.45945945946,0.010773077279739071,S
Class: Parcubacteria,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,4.545454545454546,151.40845070422534,16.417910447761194,2071.6216216216217,0.0053596045944686475,NS
Order: marine metagenome,Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,30601.515151515152,75107.04225352113,25679.10447761194,20585.135135135137,0.011717602428843656,NS
Order: JGI 0000069-P22,Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,210.6060606060606,231.69014084507043,267.1641791044776,2047.7477477477478,0.005190346354756228,NS
Class: Nitrospira,Bacteria,Nitrospirae,Nitrospirae,Nitrospirae,Nitrospirae,Nitrospirae,Nitrospirae,437.8787878787879,759.8591549295775,1244.7761194029852,106.30630630630631,0.008494055463240592,NS
Class: Moduliflexia,Bacteria,Modulibacteria,Modulibacteria,Modulibacteria,Modulibacteria,Modulibacteria,Modulibacteria,87.87878787878788,42.25352112676056,573.1343283582089,0.0,0.006795245725104212,NS
Class: Lentisphaerae,Bacteria,Lentisphaerae,Lentisphaerae,Lentisphaerae,Lentisphaerae,Lentisphaerae,Lentisphaerae,42.42424242424242,361.9718309859155,20.895522388059703,58.55855855855856,0.005541378932671068,S
Class: saltmarsh clone LCP-67,Bacteria,Latescibacteria,Latescibacteria,Latescibacteria,Latescibacteria,Latescibacteria,Latescibacteria,790.9090909090909,2379.5774647887324,2570.1492537313434,1106.3063063063064,0.00986419082606262,S
Class: unidentified bacterium wb1_H11,Bacteria,Latescibacteria,Latescibacteria,Latescibacteria,Latescibacteria,Latescibacteria,Latescibacteria,0.0,159.85915492957747,29.850746268656717,9.90990990990991,0.009804173914705576,S
Class: Latescibacteria,Bacteria,Latescibacteria,Latescibacteria,Latescibacteria,Latescibacteria,Latescibacteria,Latescibacteria,257.57575757575756,1700.7042253521126,4446.268656716418,352.7027027027027,0.007629830085670945,NS
Class: Kiritimatiellae,Bacteria,Kiritimatiellaeota,Kiritimatiellaeota,Kiritimatiellaeota,Kiritimatiellaeota,Kiritimatiellaeota,Kiritimatiellaeota,1640.909090909091,1823.943661971831,1780.597014925373,1752.2522522522522,0.00949853747260088,NS
Order: Gemmatimonadales,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,622.7272727272727,2023.943661971831,789.5522388059702,1170.7207207207207,0.005314973221467112,NS
Class: Gemmatimonadetes,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,622.7272727272727,2023.943661971831,789.5522388059702,1170.7207207207207,0.013702305653027014,NS
Class: PAUC43f marine benthic group,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,651.5151515151515,270.4225352112676,105.97014925373135,339.63963963963965,0.005600427400591085,NS
Class: Fusobacteriia,Bacteria,Fusobacteria,Fusobacteria,Fusobacteria,Fusobacteria,Fusobacteria,Fusobacteria,1087.878787878788,128.16901408450704,191.044776119403,580.1801801801802,0.0072794578706667674,NS
Class: Bacilli,Bacteria,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,5042.424242424242,685.2112676056338,17086.567164179105,1190.990990990991,0.011162299978285444,S
Class: Clostridia,Bacteria,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,304.54545454545456,1651.4084507042253,5443.2835820895525,5518.468468468468,0.0064339874417302075,NS
Class: Erysipelotrichia,Bacteria,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,183.33333333333334,5.633802816901408,59.701492537313435,55.4054054054054,0.0059564030279506425,NS
Family: Planococcaceae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales,Bacillales,Bacillales,2850.0,30.985915492957748,2186.5671641791046,46.3963963963964,0.006651568165077373,S
Class: Campylobacteria,Bacteria,Epsilonbacteraeota,Epsilonbacteraeota,Epsilonbacteraeota,Epsilonbacteraeota,Epsilonbacteraeota,Epsilonbacteraeota,20230.303030303032,23314.084507042255,11085.074626865671,33043.24324324324,0.014540055065674691,NS
Order: Campylobacterales,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacteria,Campylobacteria,Campylobacteria,Campylobacteria,20230.303030303032,23314.084507042255,11085.074626865671,33043.24324324324,0.005691543749553009,NS
Class: Babeliae,Bacteria,Dependentiae,Dependentiae,Dependentiae,Dependentiae,Dependentiae,Dependentiae,3116.6666666666665,1959.1549295774648,3864.179104477612,6150.45045045045,0.008720971695688088,NS
Class: Deinococci,Bacteria,Deinococcus-Thermus,Deinococcus-Thermus,Deinococcus-Thermus,Deinococcus-Thermus,Deinococcus-Thermus,Deinococcus-Thermus,8865.151515151516,1641.5492957746478,553.7313432835821,3113.963963963964,0.005811367500342064,NS
Class: Dadabacteriia,Bacteria,Dadabacteria,Dadabacteria,Dadabacteria,Dadabacteria,Dadabacteria,Dadabacteria,0.0,184.50704225352112,15350.746268656716,123.42342342342343,0.005387590256728404,NS
