Taxa,kingdoms,phyla,classes,orders,families,genera,species,aliphatic,biofilm,other plastic,planktonic,unknown plastic,Importance,ANCOM
Order: Legionellales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,242.30769230769232,0.0,445.8646616541353,10.526315789473685,0.007280024029059145,S
Order: Cellvibrionales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,425.0,16904.80769230769,4338.888888888889,13009.022556390977,7096.491228070176,0.0068433363616133905,NS
Order: R7C24,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,1257.6923076923076,0.0,133.08270676691728,359.64912280701753,0.006719592260802868,NS
Order: Xanthomonadales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,50.0,35708.653846153844,7088.888888888889,16529.323308270676,26529.824561403508,0.006716026739115913,NS
Order: Steroidobacterales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,7691.346153846154,1027.7777777777778,1812.03007518797,3759.6491228070176,0.006602303512487832,NS
Order: Francisellales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,10.576923076923077,0.0,405.2631578947368,3.508771929824561,0.00540408008005436,NS
Order: Immundisolibacterales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,718.2692307692307,0.0,998.4962406015038,29335.087719298244,0.00521708214090443,NS
Order: Oceanospirillales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,14678.846153846154,61.111111111111114,3509.0225563909776,87850.87719298246,0.005113062324965188,NS
Family: Cellvibrionaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales,Cellvibrionales,Cellvibrionales,425.0,11377.884615384615,3005.5555555555557,10203.007518796992,4380.701754385965,0.005010264320411789,NS
Genera: C39,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Rhodocyclaceae,Rhodocyclaceae,0.0,72.11538461538461,0.0,7981.203007518797,50.87719298245614,0.008558623638962858,S
Genera: Azospira,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Rhodocyclaceae,Rhodocyclaceae,0.0,521.1538461538462,0.0,45.86466165413534,16098.245614035088,0.007113339007559731,S
ASV11011: C39,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,C39,C39,0.0,72.11538461538461,0.0,5247.368421052632,50.87719298245614,0.005637540843466296,S
Species: C39,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,C39,C39,0.0,72.11538461538461,0.0,7981.203007518797,50.87719298245614,0.00895283216115422,S
Species: Azospira,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Azospira,Azospira,0.0,521.1538461538462,0.0,45.86466165413534,16098.245614035088,0.010453409959354905,S
ASV11330: Methylotenera,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera,Methylotenera,0.0,1182.6923076923076,22.22222222222222,18057.14285714286,964.9122807017544,0.005676071569410442,NS
Genera: Candidatus Methylopumilus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilaceae,Methylophilaceae,0.0,6.730769230769231,0.0,9499.248120300752,243.859649122807,0.014912769750376913,S
ASV1649: Candidatus Methylopumilus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Candidatus Methylopumilus,Candidatus Methylopumilus,0.0,6.730769230769231,0.0,9499.248120300752,243.859649122807,0.008924202798434828,S
Species: Candidatus Methylopumilus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Candidatus Methylopumilus,Candidatus Methylopumilus,0.0,6.730769230769231,0.0,9499.248120300752,243.859649122807,0.011991207185273859,S
Species: Chitinivorax,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinimonadaceae,Chitinivorax,Chitinivorax,0.0,4529.807692307692,0.0,6933.082706766917,63712.28070175439,0.008128238070702344,NS
ASV12462: Polynucleobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,Polynucleobacter,0.0,108.65384615384616,138.88888888888889,9452.631578947368,191.2280701754386,0.006046143325026349,S
Species: Polynucleobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,Polynucleobacter,0.0,349.03846153846155,833.3333333333334,14250.375939849624,328.0701754385965,0.0132371367980103,S
Species: Polynucleobacter cosmopolitanus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,Polynucleobacter,0.0,77.88461538461539,0.0,26496.992481203008,622.8070175438596,0.0054695165788282655,S
ASV0168: Burkholderiaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,650.0,390.38461538461536,4966.666666666667,63866.917293233084,1057.8947368421052,0.02296416534386474,NS
ASV6970: Burkholderiaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.0,4.8076923076923075,0.0,6450.375939849624,110.52631578947368,0.00762479674538808,S
ASV11673: Burkholderiaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.0,1795.1923076923076,777.7777777777778,0.7518796992481203,4428.070175438596,0.005024415600041209,NS
Genera: Polynucleobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.0,426.9230769230769,833.3333333333334,40747.36842105263,950.8771929824561,0.008230968182947197,S
Genera: MWH-UniP1 aquatic group,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.0,2.8846153846153846,0.0,3975.187969924812,124.56140350877193,0.005893974013506812,S
Family: Aquaspirillaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,0.0,13.461538461538462,0.0,1351.8796992481202,117.54385964912281,0.013480737887640822,S
Family: Rhodocyclaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,6975.0,87581.73076923077,5100.0,43536.09022556391,110652.63157894737,0.005225392498041949,NS
Family: Chitinimonadaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,0.0,5293.2692307692305,655.5555555555555,8921.052631578947,65038.59649122807,0.005136202354997311,NS
Species: Aquaspirillum soli,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Aquaspirillum,Aquaspirillum,0.0,3.8461538461538463,0.0,960.1503759398496,36.8421052631579,0.007960394868281569,S
Genera: Aquaspirillum,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Aquaspirillaceae,Aquaspirillaceae,0.0,13.461538461538462,0.0,1351.8796992481202,117.54385964912281,0.013304380878519009,S
Family: Alteromonadaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales,Alteromonadales,Alteromonadales,29700.0,7167.307692307692,2238.8888888888887,60156.39097744361,26510.526315789473,0.007561153502996645,NS
Species: Rheinheimera,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,Rheinheimera,29700.0,7167.307692307692,2238.8888888888887,60156.39097744361,26510.526315789473,0.00718564275231913,NS
Genera: Rheinheimera,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae,Alteromonadaceae,29700.0,7167.307692307692,2238.8888888888887,60156.39097744361,26510.526315789473,0.005304190937435927,NS
Family: Desulfovibrionaceae,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales,Desulfovibrionales,Desulfovibrionales,0.0,3841.346153846154,4172.222222222223,66.16541353383458,4831.578947368421,0.007840700835533978,S
Order: Desulfovibrionales,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,0.0,3998.076923076923,5216.666666666667,66.16541353383458,4831.578947368421,0.014918773327183645,S
Order: Oligoflexales,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,0.0,1279.8076923076924,0.0,2166.9172932330825,424.56140350877195,0.009887113601870265,S
Order: SAR324 clade(Marine group B),Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,0.0,12.5,0.0,7.518796992481203,34219.29824561404,0.007015755271213574,S
Family: Sphingomonadaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadales,Sphingomonadales,650.0,68575.96153846153,165205.55555555556,27653.38345864662,53061.40350877193,0.008468634251119215,NS
Family: Clade III,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade,SAR11 clade,SAR11 clade,0.0,10.576923076923077,211.11111111111111,43302.25563909775,50.87719298245614,0.027795846648241952,S
ASV12633: Clade III,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,Clade III,Clade III,0.0,10.576923076923077,211.11111111111111,43302.25563909775,50.87719298245614,0.007548989318075788,S
Species: Clade III,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,Clade III,Clade III,0.0,10.576923076923077,211.11111111111111,43302.25563909775,50.87719298245614,0.014056497372068077,S
Genera: Clade III,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,Clade III,Clade III,0.0,10.576923076923077,211.11111111111111,43302.25563909775,50.87719298245614,0.012234954487647085,S
Species: Rhizobiales Incertae Sedis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Rhizobiales Incertae Sedis,Rhizobiales Incertae Sedis,0.0,15632.692307692309,2122.222222222222,2041.3533834586467,7129.824561403509,0.009283968346052862,NS
Genera: Rhizobiales Incertae Sedis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Rhizobiales Incertae Sedis,Rhizobiales Incertae Sedis,0.0,15632.692307692309,2122.222222222222,2041.3533834586467,7129.824561403509,0.010323026404461635,NS
Family: Rhizobiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales,Rhizobiales,1250.0,49222.11538461538,3333.3333333333335,1896.9924812030076,46077.19298245614,0.013927773628143555,NS
Family: Hyphomicrobiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales,Rhizobiales,0.0,6357.692307692308,394.44444444444446,199.24812030075188,3103.5087719298244,0.013594348728519563,NS
Family: Rhizobiales Incertae Sedis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales,Rhizobiales,0.0,19061.53846153846,2138.8888888888887,2220.3007518796994,8580.701754385966,0.012500251771331924,NS
Family: Rhizobiales,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales,Rhizobiales,0.0,4320.192307692308,366.6666666666667,281.203007518797,924.561403508772,0.011815979296624236,NS
Family: Devosiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales,Rhizobiales,0.0,10086.538461538461,4100.0,282.70676691729324,2710.5263157894738,0.00934117801231402,NS
Genera: Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae,Rhizobiaceae,1250.0,35481.730769230766,1194.4444444444443,397.74436090225566,36629.82456140351,0.006876291828385386,NS
Species: Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,1250.0,35481.730769230766,1194.4444444444443,397.74436090225566,36629.82456140351,0.0055277722319257965,NS
Species: Hyphomicrobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium,0.0,2330.769230769231,338.8888888888889,56.390977443609025,1105.2631578947369,0.005321146693794564,NS
Genera: Hyphomicrobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobiaceae,Hyphomicrobiaceae,0.0,2602.8846153846152,338.8888888888889,56.390977443609025,1182.4561403508771,0.005170324644831001,NS
Genera: Devosia,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosiaceae,Devosiaceae,0.0,7735.576923076923,4100.0,282.70676691729324,1947.3684210526317,0.011317934328596384,NS
ASV1442: Devosia,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia,0.0,3992.3076923076924,4100.0,281.203007518797,1185.9649122807018,0.005225530476957858,NS
Species: Devosia,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia,0.0,7735.576923076923,4100.0,282.70676691729324,1947.3684210526317,0.0065449843136334614,NS
Family: Hyphomonadaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacterales,Caulobacterales,Caulobacterales,0.0,13794.23076923077,5161.111111111111,2824.812030075188,4612.2807017543855,0.008033802504395995,NS
Order: Rhizobiales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,1375.0,112591.34615384616,16877.777777777777,7983.458646616541,71933.33333333333,0.034439502308457534,NS
Order: SAR11 clade,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,0.0,10.576923076923077,211.11111111111111,43302.25563909775,50.87719298245614,0.03290020646850425,S
Order: Sphingomonadales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,650.0,68575.96153846153,165205.55555555556,27653.38345864662,53061.40350877193,0.014306063627482626,NS
Order: Acetobacterales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,0.0,4942.307692307692,1161.111111111111,4573.684210526316,1185.9649122807018,0.00911849662137635,NS
Order: Caulobacterales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,100.0,25091.346153846152,18538.88888888889,6806.015037593985,11735.087719298246,0.0077271171426161545,NS
Order: Rhodobacterales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,1250.0,47418.269230769234,43011.11111111111,14796.24060150376,37438.59649122807,0.0068461471293061295,NS
Order: Caedibacterales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,0.0,226.92307692307693,766.6666666666666,1525.563909774436,189.47368421052633,0.0060354702731359716,NS
Order: Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,0.0,6661.538461538462,3033.3333333333335,2078.1954887218044,2317.5438596491226,0.0059548575140993465,NS
Order: Azospirillales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,0.0,7201.923076923077,25733.333333333332,458.6466165413534,307.0175438596491,0.005910025032918632,NS
Order: Reyranellales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,0.0,8194.23076923077,2777.777777777778,2437.593984962406,724.561403508772,0.005391998103855575,NS
Order: Rhodospirillales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,0.0,5403.846153846154,0.0,138.34586466165413,750.8771929824561,0.0051802116871699005,NS
Family: Acetobacteraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacterales,Acetobacterales,Acetobacterales,0.0,4942.307692307692,1161.111111111111,4573.684210526316,1185.9649122807018,0.00546531553156124,NS
Class: Planctomycetacia,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,0.0,44581.730769230766,13644.444444444445,3029.3233082706765,18559.64912280702,0.01815308960993429,NS
Class: OM190,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,0.0,3791.346153846154,611.1111111111111,815.7894736842105,1784.2105263157894,0.00680463258843096,NS
Class: Phycisphaerae,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,0.0,4723.076923076923,72.22222222222223,1512.03007518797,2198.245614035088,0.006037949678228687,NS
Class: Planctomycetes,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,0.0,125.96153846153847,33.333333333333336,52.63157894736842,54.3859649122807,0.005382934160990191,NS
Order: Pirellulales,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetacia,Planctomycetacia,Planctomycetacia,Planctomycetacia,0.0,37226.92307692308,5461.111111111111,1168.421052631579,15303.508771929824,0.008687799480637949,NS
Order: Saccharimonadales,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadia,Saccharimonadia,Saccharimonadia,Saccharimonadia,0.0,134.6153846153846,0.0,1588.7218045112782,75.43859649122807,0.006672658686127058,NS
Order: Patescibacteria,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,0.0,5.769230769230769,0.0,284.2105263157895,3.508771929824561,0.006846888656654822,S
Class: Patescibacteria,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,0.0,5.769230769230769,0.0,284.2105263157895,3.508771929824561,0.01862575852864793,S
Class: Parcubacteria,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,0.0,643.2692307692307,238.88888888888889,6100.0,170.17543859649123,0.016773711107382305,S
Class: Saccharimonadia,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,0.0,134.6153846153846,0.0,1588.7218045112782,75.43859649122807,0.016446852205152667,NS
Class: ABY1,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,0.0,310.5769230769231,0.0,2509.7744360902257,100.0,0.01158831289252588,NS
Class: Gracilibacteria,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,23650.0,782.6923076923077,116.66666666666667,3690.2255639097743,550.8771929824561,0.006469086187749077,NS
Class: Microgenomatia,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,0.0,51.92307692307692,0.0,213.53383458646616,24.56140350877193,0.005333094076528851,NS
Order: Candidatus Peregrinibacteria,Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,0.0,0.0,0.0,187.21804511278197,3.508771929824561,0.0054440111849327006,NS
Class: Omnitrophia,Bacteria,Omnitrophicaeota,Omnitrophicaeota,Omnitrophicaeota,Omnitrophicaeota,Omnitrophicaeota,Omnitrophicaeota,0.0,169.23076923076923,0.0,2046.6165413533834,128.0701754385965,0.093479354238628,S
Order: Omnitrophales,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophia,Omnitrophia,Omnitrophia,Omnitrophia,0.0,169.23076923076923,0.0,2046.6165413533834,128.0701754385965,0.0506755768359629,S
Family: Omnitrophaceae,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales,Omnitrophales,0.0,169.23076923076923,0.0,2046.6165413533834,128.0701754385965,0.028267638359744864,S
Genera: Candidatus Omnitrophus,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Omnitrophaceae,Omnitrophaceae,0.0,169.23076923076923,0.0,2046.6165413533834,128.0701754385965,0.020399551070122576,S
ASV4169: Candidatus Omnitrophus,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,Candidatus Omnitrophus,0.0,27.884615384615383,0.0,1214.2857142857142,73.6842105263158,0.012182831563253609,S
