OTUID,Species name
a2c80067e1f47652e360cd7d3544041e,Colwellia sp. An23
6fa134b133efaeccb9b6431540c0f626,anaerobic digester metagenome
e17cfce250fe339a31e3ee5d44506fd6,Bacillus decolorationis
6123ec301b1633b15b67a5f410fc080a,Saccharomonospora thermoviridis
64a730c333dffca119f646ed283b1aef,Novispirillum sp. TMC107
abadf72785c55a5f4eaec26d2336e045,Shewanella colwelliana
006c3cd1f605b40e3fb8ceda9d19fc0f,Kriegella sp. TBL_112
a08354d136b2e9f457cff1f60b73051f,Planctomyces sp.
9dadcc18680210811f8714c6f29e5921,Pseudomonas sp. TN12
39f3e5d90483ddecea2c541aaf69ced7,Thiothrix sp. FBR0112
3604d2a0f56e0c0eb2f03ad26cf6d198,Pedobacter sp. WF1
bcdff3e19d62d98535f6f151dfbeda1f,Oikopleura dioica
16d22bd7877a40755a4606bf7c5e5f9c,Pseudophaeobacter arcticus
bc44c3f4881d51e88e80a4289399b216,planctomycete MS1399
ecac869c59680cd9143ba1be6583f055,Deltaproteobacteria bacterium SKP-2
d07a1920dc34307e98f523c9cd5a0fa4,Leptolyngbya sp. RA01
09b28a283ebb717777aaa285815f5c47,Schizothrix aff. septentrionalis LEGE 07164
32f8fd11d2bee278d609a1d4ab767554,Prevotella melaninogenica
6f7ab4556f35ea146d795a3b7fcd787f,Arcicella rigui
eafbe73e1506f3321e6e636a005eea8b,marine bacterium NAMAF003
1b9fdf68f1cd9ebceda98b78498c2bd9,Flavobacterium ceti
8ce4b0c307bac36c25bb73fa62b8aa80,Bacillus kokeshiiformis
40db52fe16bf4530a63be9ef1cbaef9d,Algisphaera agarilytica
11d397334ab923c81b62f6b79f438d17,Lactobacillus ginsenosidimutans
42e14ae33db154ff94fd699920317593,Symbiodinium sp. clade C
46ce61ec4481119f152238a2ffd59c34,Janthinobacterium sp. 155H2
a9e44cac115f6b5b304078606a3ecc63,Winogradskyella multivorans
303c4925cbb9efd5e4613be5237850d0,alpha proteobacterium hswX150
7f8c3d38e29602e60468890a9c1f8064,Oceanisphaera sp. 09BSZB-5
2ca9fe41b772ed5a6fbfe6b6c3ca3ec5,Pleomorphochaeta multiformis
b90a24ab1840fc08571e385a6e374c34,Aminicenantes bacterium clone OPB95
b0ac31617150d81f71271edba7a63a6c,Leucothrix mucor
7fb5f2537eac182f8c30734bd2f43537,Rhizobium sp. BtR 17
21a98809af0c2424003ebd14bb5d6259,Erythrobacter aquimaris
ad35cac3f69c9c87de64be7bd11807c4,Alviniconcha sp. gill symbiont
275f90d45603848ad264e9afa232049c,bioreactor metagenome
ecde1305a293596e060df9214d0613f2,Bacteroides ihuae
1ce7293e4d21e35594c6cb7645a1fdd5,Maritimimonas rapanae
283c0affecfad294ddce85c1532dd1e7,Winogradskyella sp. HME9613
90ea96af1ee50b17722c212e01b3c9b3,Arenibacter palladensis
486943f43389a8f5f7ec28c50d915c09,bacterium enrichment culture clone 68
46821515e5e6ba665ce3cf972564a622,Marinobacter sp. Trimyema-1
1765db4ce17a3acf68c70f030f1c8269,Calothrix sp. PCC 7103
3aa93307117f2ddf21640dad13b0cf78,Reichenbachiella sp. MAR_2010_115
3d369cc19d2282211c848a4af073c7ca,Sinorickettsia chlamys
cc2d0e61295bc9ed78735acb5a2d95d1,Acinetobacter radioresistens
0ee9da038691f7cb5afce44b39fc3865,Acidobacteria bacterium DG1540
1c24c54399d664518a8d08ef16403827,Bacteroidetes bacterium MB-G13
42ecb3acc5410bb794da1b674770cfba,bacterium YC-ZSS-LKJ129
fac54fffc3590462dcdb5d93230fbb44,Propionibacterium sp. KPL1844
68d1a431d36b09730ebfc092d2341a08,Cryomorphaceae bacterium JNU-L074
391f1ca5ecded548491d7f7312cc83cd,Glaciecola punicea
d338d939649dd5f1d51f5bb211c5b4c2,Methylocaldum sp. E10a
45d5ac204795994fee201f96b9fc3627,Aquimarina spongiae
2cc727806b32dd9268ef703efc3cd054,Albimonas pacifica
ca3ca7ed5903208edafe1b1723646db0,Flavobacterium sp. HME6421
14d7d01916a984b610394f3ce12c2b2b,Glycomyces harbinensis
cafc58e7c3f5654729f8406acd770521,mucus bacterium 80
77148c1dd2d4f57c14f28ddd517b653e,Sphaerotilus natans subsp. natans
c03953c92a48649a55ab1e3bd342fcd7,Desulfotomaculum tongense
4ce1805b5c9e3a0e76fa691d979ad98a,Pricia antarctica
65b6d15510f21383c9a19d9ec4695815,gut metagenome
140d5db138d9b54dfedc6c9ce45c142e,Ruegeria scottomollicae
9224b05874ef70e976411c9f0999966b,Joostella marina
7fd9f454c35cd40b973a38ddf711add3,Lactococcus garvieae subsp. garvieae
d8447d0ea1a2794d0f2302eab527bb3e,Cytophaga sp. I-545
364cd7f030cbedcdb7a00d064c611541,Methylocaldum marinum
639f585c2036af0c83212e16713f62e8,Pirellula sp.
fc55b9ce63d9603adc66102fb68722fc,bacterium 2BP-7
dfdbb67804d751c2e1419ab4e01d4c22,Flavobacteriaceae bacterium D11-24b1
0436cfa86877527303a6edb955a475f8,Idiomarina baltica
06b19c1cccb145ee285728fee659e800,microbial mat metagenome
d01e487b828ef6bb981e3f43b790d258,Crocinitomix sp. 0182
55a06f7c0f175b78c36c051e5ee421bc,Desulfovibrio giganteus
0f13999694f89cf7e19110ce075c78bf,metagenome
3b68fccb4ed962ebdfc5bffc27615999,Marinoscillum luteum
fb8217d8523ce008e24f7c9d633a2918,Roseovarius sp. SS16.20
c8cebcdb4413a4d1d0939a7776cfe715,Turicibacter sp. S37_09_1
ca282690d413356bd34b90350026c304,Lactobacillus iners AB-1
3ebf439e645d3325b72398d660500a24,Rhodobacteraceae bacterium C7
432af1044fd0f02f8a276d1809a6b856,Litorimonas cladophorae
0b55209f579f60995372586668a5c182,marine metagenome
7071bbfc822e91076af73a64c73ab660,Robiginitalea myxolifaciens
c211c6230e40649e3b2f37d5dc64d52f,Hyaloperonospora arabidopsidis
b89009f688d271aae84b12540533fd12,Oceanospirillum multiglobuliferum
535b16a396f2cad621465a3053e4f231,Saprospira sp. SS98-5
60cd7e66480205e1b709a41cd3c67048,Euzebyella sp. CY01
81d2781fb06e327dd1349d4eb9252c14,Betaproteobacteria bacterium LSUCC0112
97d8a108a2b8aeb6eccfd33d6f0f1db3,Dehalobium chlorocoercia DF-1
003d6b88725e4077e101fae2d9de1dd1,Prevotella paludivivens
ee0fc6c6787f28dcf90136fc6a39d9fe,Bizionia paragorgiae
e903dfb21cdbd72219771e5e5f4f1c08,Sphingomonadales bacterium EhC05
7acca2823c04369e953fc26378decf38,proteobacterium symbiont of Osedax sp. MB3
c87761d6cfbe747dc42a2012d24eaacf,Amylibacter sp. ECD29
783fff84f852efab1f85e5f5b47420df,Prevotella disiens JCM 6334 = ATCC 29426
1e20d5ebb5a4a15327d9c5f79c9538c8,Lysobacter sp. P28
928aefca33166d6264f7b8b40265b378,Oceanospirillales bacterium Y40
756e46fb1761af1d389cf4809295ef65,zeta proteobacterium enrichment culture clone JMM_S4-B-H2a
3e5d40001c01c20e6006eb48e05e11fb,unidentified bacterium wb1_A09
c4b15d00ba4009557099f7c3c0c6a4e0,Cenchrus americanus
cbaf06d962f3f51096b35fc1251fdb94,Lewinella aquimaris
9cb93e71a3766fd304a942b1ef31dcd3,Halomonas lutea
bc16502435bc5121bcc56eab1d92d669,Flavobacterium sp. WW21
541a3af5bf279c169c85bb7fd9ec2a21,Prosthecobacter algae
8e2e0ef8d0bebbd92dcb360e8ea7f4b4,Croceitalea sp. CBA3206
c1db337a0b97ace940b34c5c6096b26a,Pseudoxanthomonas mexicana
cc1834a21594679bb645aab9282b3d33,Candidatus Rhabdochlamydia porcellionis
535ececa077b9329540a1e7154c28e59,Spongiivirga citrea
1b446acd0a742195038032026300596c,Holophaga sp. WY42
dd92b4dc8ef906aa926fea4e41ff1e4f,Namhaeicola litoreus
8ff09f9579bab3b2d3050279ed47d1f6,Bdellovibrio bacteriovorus
f2b49c178db4ba91add739173c6693f5,Seonamhaeicola sp. S2-3
12f0627b0f930aff1182481eb84cbc7d,Aquabacterium citratiphilum
e3ac7a975b1b7992d706c2a30f6071c5,bacterium ML2-86
18858749d103f12337402b92cfc64781,Methylophaga marina
7ee246199fcaa7fe7549b3ef4a146430,Porphyrobacter sp. SX2RGS8
ce0039277aa3b0a973ee05327baee5dc,Citromicrobium bathyomarinum
48b3cd95bb74a3fe679247dc289ecc1a,planctomycete MS3057
0b35b9887b944713348e19805935d252,Chroococcopsis gigantea SAG 12.99
206d23bd5097ce1c7c049ce818c00474,Litorimonas sp. HME8110
401cb51afc8e52c83a47453059c0e94b,Pseudahrensia todarodis
4d826143169fb5424968d33261a1d140,Pseudozobellia thermophila
70f4c0240ee5e540b276d6f7e545ca95,bacterium enrichment culture clone Oil_45
0182dd8ef7efa17a90b455436239b625,Parvularcula oceani
71672a9e9f3aaf241672afd64f2cc96c,Bacteroides coprocola DSM 17136
01e1ab4c79febb44b05d0de95b244aab,bacterium enrichment culture clone AOM-SR-B13
0ca5e8a697924c172f6eeb8218934e70,unidentified marine bacterioplankton
beb68045bd38420e90f5e0a100ea54a8,Desulfovibrio arcticus
cbf7b89af30ed45f0d311fdb148608c5,Mycobacterium sp. IFP4
bb662b571586f2b03e563aab907eb7dd,Ulvibacter antarcticus
204b8f432a8b432dadf34c984b5391cf,Alteromonas halophila
69e66fe540fb8829cd080db780b954ae,Saprospira sp. CNJ640
13d7754a56b77b903ad8e14a106a6821,Arcobacter cryaerophilus
906a673b96f570bb4fefb5e541dc2ffb,Desulfovibrio vulgaris
b86a75df482f0fc6da75c20d1c434a62,bacterium enrichment culture clone E33
c0642397703809f7ed3b0805716bae05,planctomycete DDSW3022
9abff08f64e18947d75602fd35b010f5,Sphingobacterium shayense
9224f4414a327e0b42859f73f4ae225d,Thiothrix eikelboomii
b952a32c5adbcb64aafdf81a24f9640a,Opitutus sp. WS3(2011)
e100c82082eba5525ad14aef54eb5eec,Nitratireductor sp. H19-05
5abd60afca19dd3d7ef74d7031ecf36a,Firmicutes bacterium 1229-1IIA
98db53fac0e3409e319e4acabb66b94a,Ponticaulis koreensis DSM 19734
bc0d3486823308e2bdfbedb2dc0c5d8c,Polynucleobacter cosmopolitanus
337fc41b0f531805a5327d17358621ec,saltmarsh clone LCP-67
e047c2a465ff55a984455dc22ae65da8,Marinirhabdus sp. MEBiC09412
5962729afb267580b73aa6923a53bfc5,planctomycete MS1316
3e57ea78058a0bdae13929dbb7c89e3e,Confluentimicrobium lipolyticum
