Taxa,kingdoms,phyla,classes,orders,families,genera,species,aliphatic,biofilm,other plastic,planktonic,unknown plastic,Importance,ANCOM
Family: Thiotrichaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichales,Thiotrichales,Thiotrichales,0.0375,0.8697115384615383,0.0,0.1943609022556392,0.2526315789473685,0.014218535,NS
Genera: Thiothrix,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiotrichaceae,Thiotrichaceae,0.0375,0.8697115384615383,0.0,0.1943609022556392,0.2526315789473685,0.010004192,NS
Species: Thiothrix,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix,0.0375,0.6548076923076922,0.0,0.17030075187969934,0.18333333333333332,0.009838236,NS
Family: Steroidobacteraceae,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacterales,Steroidobacterales,Steroidobacterales,0.0,0.3004807692307693,0.005555555555555556,0.030451127819548864,0.1368421052631579,0.007607038000000001,NS
Species: Steroidobacteraceae,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacteraceae,Steroidobacteraceae,0.0,0.3004807692307693,0.005555555555555556,0.030451127819548864,0.1368421052631579,0.007742282,NS
Genera: Steroidobacteraceae,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacteraceae,Steroidobacteraceae,0.0,0.3004807692307693,0.005555555555555556,0.030451127819548864,0.1368421052631579,0.007877568,NS
Family: Pseudomonadaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadales,Pseudomonadales,Pseudomonadales,41.1625,1.1822115384615386,6.7555555555555555,0.952255639097744,7.8307017543859665,0.011283056000000001,NS
Family: Moraxellaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadales,Pseudomonadales,Pseudomonadales,13.149999999999999,0.7548076923076923,0.18055555555555555,0.9860902255639096,1.6087719298245615,0.009990404,NS
ASV4129: Pseudomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas,0.0,0.14086538461538461,0.0638888888888889,0.09323308270676699,0.9587719298245614,0.019641371,NS
ASV4098: Pseudomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas,0.0,0.36586538461538465,0.0,0.45939849624060114,5.7,0.013865654,NS
Species: Pseudomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas,41.1625,1.1822115384615386,6.7555555555555555,0.952255639097744,7.8307017543859665,0.012063487,NS
Genera: Pseudomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonadaceae,Pseudomonadaceae,41.1625,1.1822115384615386,6.7555555555555555,0.952255639097744,7.8307017543859665,0.010883978999999998,NS
Species: [Agitococcus] lubricus group,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,[Agitococcus] lubricus group,[Agitococcus] lubricus group,0.0,0.09423076923076922,0.0,0.26541353383458643,0.19298245614035095,0.008911576,NS
Genera: Acinetobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxellaceae,Moraxellaceae,12.0,0.541826923076923,0.12777777777777777,0.6259398496240597,1.3543859649122805,0.005359038000000001,NS
Genera: [Agitococcus] lubricus group,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxellaceae,Moraxellaceae,0.0,0.09423076923076922,0.0,0.26541353383458643,0.19298245614035095,0.008441523000000001,NS
Species: Acinetobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter,12.0,0.5408653846153847,0.12777777777777777,0.6259398496240597,1.3543859649122805,0.005235685,NS
Family: Halomonadaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales,Oceanospirillales,Oceanospirillales,0.0,0.14086538461538467,0.0,0.0319548872180451,0.13596491228070173,0.0072388290000000004,NS
Genera: Halomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonadaceae,Halomonadaceae,0.0,0.14086538461538467,0.0,0.0319548872180451,0.13596491228070173,0.006509948000000001,NS
Family: Methylomonaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcales,Methylococcales,Methylococcales,0.0,1.0745192307692304,0.41111111111111115,0.05676691729323306,0.6771929824561402,0.005081119,NS
Family: Immundisolibacteraceae,Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacterales,Immundisolibacterales,Immundisolibacterales,0.0,0.029326923076923077,0.0,0.04924812030075186,1.1894736842105262,0.006182919,S
Genera: Immundisolibacteraceae,Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Immundisolibacteraceae,Immundisolibacteraceae,0.0,0.029326923076923077,0.0,0.04924812030075186,1.1894736842105262,0.005144006,S
Order: Betaproteobacteriales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,31.262500000000003,11.751923076923077,20.972222222222218,17.338345864661658,20.24122807017544,0.028421017000000003,NS
Order: Xanthomonadales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0125,0.9206730769230769,0.09444444444444443,0.6469924812030072,1.0894736842105261,0.025002383,NS
Order: Alteromonadales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,2.4000000000000004,0.6437499999999997,0.15833333333333333,3.4639097744360887,1.6245614035087717,0.018996432,NS
Order: Thiotrichales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0375,0.8697115384615383,0.0,0.1943609022556392,0.2526315789473685,0.020669809,NS
Order: Aeromonadales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0125,2.1427884615384616,2.2527777777777778,0.7932330827067663,2.508771929824561,0.022749196,NS
Order: Pseudomonadales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,54.3125,1.9370192307692315,6.93611111111111,1.9383458646616547,9.439473684210528,0.018034206,NS
Order: Cellvibrionales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.05,0.9822115384615381,0.21111111111111108,0.5620300751879702,0.3605263157894737,0.022168516,NS
Order: Methylococcales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,1.0947115384615382,0.41111111111111115,0.05676691729323306,0.6771929824561402,0.01277482,NS
Order: Enterobacteriales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,0.42740384615384625,0.38333333333333336,0.7642857142857138,1.1491228070175439,0.011044111,NS
Order: Oceanospirillales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,0.21778846153846157,0.0,0.05413533834586465,3.478070175438597,0.012116315,S
Order: Steroidobacterales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,0.3004807692307693,0.005555555555555556,0.030451127819548864,0.1368421052631579,0.010337703,NS
Order: Immundisolibacterales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,0.029326923076923077,0.0,0.04924812030075186,1.1894736842105262,0.009553316,S
Order: Gammaproteobacteria Incertae Sedis,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,0.007211538461538464,0.0,0.053383458646616526,0.011403508771929827,0.008315972,NS
Family: Enterobacteriaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriales,Enterobacteriales,Enterobacteriales,0.0,0.42740384615384625,0.38333333333333336,0.7642857142857138,1.1491228070175439,0.005942372,NS
ASV4368: Klebsiella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella,0.0,0.36490384615384613,0.3722222222222223,0.25563909774436055,0.31315789473684214,0.007612336999999999,NS
Species: Klebsiella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella,0.0,0.36490384615384613,0.38333333333333336,0.30187969924811997,0.31315789473684214,0.008596207,NS
Genera: Klebsiella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae,Enterobacteriaceae,0.0,0.36490384615384613,0.38333333333333336,0.30187969924811997,0.31315789473684214,0.012430171,NS
Species: OM60(NOR5) clade,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,OM60(NOR5) clade,0.0,0.1139423076923077,0.08333333333333333,0.06616541353383458,0.04824561403508772,0.005055615,NS
Family: Cellvibrionaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales,Cellvibrionales,Cellvibrionales,0.05,0.7826923076923075,0.12777777777777774,0.49360902255639133,0.22894736842105262,0.0135476,NS
Family: Halieaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales,Cellvibrionales,Cellvibrionales,0.0,0.1139423076923077,0.08333333333333333,0.06616541353383458,0.04824561403508772,0.007713089,NS
Family: Spongiibacteraceae,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales,Cellvibrionales,Cellvibrionales,0.0,0.08557692307692312,0.0,0.0022556390977443606,0.08333333333333333,0.005349331,NS
Genera: Cellvibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrionaceae,Cellvibrionaceae,0.05,0.6826923076923076,0.10555555555555557,0.47443609022556416,0.21403508771929827,0.011419563,NS
ASV3687: Cellvibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio,0.0,0.15625000000000003,0.0,0.356390977443609,0.12192982456140351,0.00879834,NS
ASV4233: Cellvibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio,0.0,0.17355769230769238,0.002777777777777778,0.08045112781954886,0.047368421052631574,0.00837147,NS
Species: Cellvibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio,0.05,0.6826923076923076,0.10555555555555557,0.47443609022556416,0.21403508771929827,0.00975233,NS
Species: Zoogloea,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea,Zoogloea,0.36250000000000004,0.8230769230769227,0.0,0.5296992481203004,0.30175438596491233,0.009530356,NS
Species: Rhodocyclaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Rhodocyclaceae,Rhodocyclaceae,0.5,0.5557692307692308,0.06944444444444445,0.04812030075187969,1.253508771929825,0.011428526999999999,NS
Genera: Dechloromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Rhodocyclaceae,Rhodocyclaceae,0.0,1.1600961538461538,0.0,0.3289473684210526,1.4596491228070172,0.015582766999999999,NS
Genera: Candidatus Accumulibacter,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Rhodocyclaceae,Rhodocyclaceae,0.0,0.1951923076923078,0.0,0.04699248120300751,0.26666666666666666,0.015755856000000002,NS
Genera: Rhodocyclaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Rhodocyclaceae,Rhodocyclaceae,0.5,0.5557692307692308,0.06944444444444445,0.04812030075187969,1.253508771929825,0.010563473,NS
Genera: Zoogloea,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Rhodocyclaceae,Rhodocyclaceae,0.36250000000000004,0.8230769230769227,0.0,0.5296992481203004,0.30175438596491233,0.009430503,NS
ASV0069: Methyloversatilis,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Methyloversatilis,Methyloversatilis,0.0,0.0826923076923077,0.25,0.006766917293233083,0.0,0.006865825,NS
Species: Denitratisoma,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Denitratisoma,Denitratisoma,0.0,0.2144230769230771,0.0,0.019172932330827067,0.39035087719298256,0.006309421,NS
ASV0060: Dechloromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Dechloromonas,Dechloromonas,0.0,0.2610576923076924,0.0,0.09774436090225562,0.19736842105263158,0.012064521000000002,NS
ASV0064: Dechloromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Dechloromonas,Dechloromonas,0.0,0.551923076923077,0.0,0.18496240601503772,1.0956140350877193,0.011449446,NS
ASV0059: Dechloromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Dechloromonas,Dechloromonas,0.0,0.1668269230769231,0.0,0.008646616541353385,0.03157894736842105,0.00647635,NS
Species: Dechloromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Dechloromonas,Dechloromonas,0.0,1.1600961538461538,0.0,0.3289473684210526,1.4596491228070172,0.016734566,NS
ASV0053: Candidatus Accumulibacter,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Candidatus Accumulibacter,Candidatus Accumulibacter,0.0,0.1951923076923078,0.0,0.04699248120300751,0.12543859649122807,0.010962577,NS
Species: Candidatus Accumulibacter,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Candidatus Accumulibacter,Candidatus Accumulibacter,0.0,0.1951923076923078,0.0,0.04699248120300751,0.26666666666666666,0.015739516999999998,NS
Species: Nitrosomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas,0.0,0.20144230769230775,0.0,0.03533834586466165,0.08596491228070174,0.005314721999999999,NS
ASV0159: Methylophilaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilaceae,Methylophilaceae,0.0,0.002403846153846154,0.0,0.7781954887218044,0.01666666666666667,0.013177036999999999,S
Species: Methylophilaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilaceae,Methylophilaceae,0.0,0.0028846153846153843,0.0,0.8327067669172932,0.01929824561403509,0.014104122,S
Genera: Methylophilaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilaceae,Methylophilaceae,0.0,0.0028846153846153843,0.0,0.8327067669172932,0.01929824561403509,0.012041235,S
Species: Thiobacillus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,Thiobacillus,Thiobacillus,0.0,1.1057692307692304,0.0,0.06353383458646615,0.8254385964912282,0.0059123380000000005,NS
Genera: Thiobacillus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,Hydrogenophilaceae,Hydrogenophilaceae,0.0,1.1057692307692304,0.0,0.06353383458646615,0.8254385964912282,0.005589059,NS
ASV0121: Chitinivorax,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinimonadaceae,Chitinivorax,Chitinivorax,0.0,0.20625000000000002,0.0,0.27744360902255655,2.5368421052631582,0.017100492,NS
Species: Chitinivorax,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinimonadaceae,Chitinivorax,Chitinivorax,0.0,0.20625000000000002,0.0,0.27744360902255655,2.5368421052631582,0.019441554,NS
Genera: Chitinivorax,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinimonadaceae,Chitinimonadaceae,Chitinimonadaceae,0.0,0.20625000000000002,0.0,0.27744360902255655,2.5368421052631582,0.019959328000000002,NS
Species: Deefgea,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinibacteraceae,Deefgea,Deefgea,0.0,0.3798076923076924,0.19999999999999998,0.017669172932330827,0.15526315789473688,0.006316166,NS
Genera: Deefgea,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinibacteraceae,Chitinibacteraceae,Chitinibacteraceae,0.0,0.3798076923076924,0.19999999999999998,0.017669172932330827,0.15526315789473688,0.006831216,NS
Species: Undibacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,Undibacterium,0.0,0.1778846153846154,0.005555555555555556,0.9312030075187966,0.6070175438596492,0.007619978,S
Species: Rhodoferax,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,Rhodoferax,0.0,0.3774038461538463,0.03888888888888889,0.42030075187969895,0.3403508771929825,0.00748317,NS
ASV0140: Polynucleobacter cosmopolitanus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,Polynucleobacter cosmopolitanus,0.0,0.003846153846153846,0.0,1.5428571428571425,0.04824561403508771,0.005607214,S
ASV0114: Polynucleobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,Polynucleobacter,0.0,0.0038461538461538464,0.019444444444444445,0.3627819548872179,0.007017543859649122,0.006679249,S
Species: Polynucleobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,Polynucleobacter,0.0,0.007692307692307693,0.019444444444444445,0.631203007518797,0.020175438596491235,0.007881771,S
Species: Polynucleobacter cosmopolitanus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,Polynucleobacter,0.0,0.003846153846153846,0.0,1.5556390977443608,0.04824561403508771,0.00799782,S
Species: Delftia,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Delftia,Delftia,0.0,0.01346153846153846,0.016666666666666666,0.26616541353383455,0.0,0.00688946,S
Species: Cupriavidus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,Cupriavidus,0.0,0.0,0.016666666666666666,0.40639097744360897,0.0,0.00631059,S
ASV0205: Burkholderiaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.0,0.6524038461538463,0.002777777777777778,0.36090225563909767,0.468421052631579,0.008413618000000001,NS
ASV0210: Burkholderiaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.0,0.125,0.0,0.20676691729323307,1.9500000000000002,0.007144569,S
Species: Burkholderiaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,5.637499999999999,3.648557692307691,1.2472222222222222,6.760902255639101,8.385087719298246,0.013703198,NS
Genera: Aquabacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,24.2625,0.5504807692307689,16.652777777777775,0.10563909774436088,1.513157894736842,0.011114658999999999,NS
Genera: Burkholderiaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,5.637499999999999,3.648557692307691,1.2472222222222222,6.760902255639101,8.385087719298246,0.013230375,NS
Genera: Rhodoferax,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.0,0.3774038461538463,0.03888888888888889,0.42030075187969895,0.3403508771929825,0.0069249559999999995,NS
Genera: Undibacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.0,0.1778846153846154,0.005555555555555556,0.9312030075187966,0.6070175438596492,0.009542046,S
Genera: Delftia,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.0,0.01346153846153846,0.016666666666666666,0.26616541353383455,0.0,0.0061173009999999995,S
Genera: Polynucleobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.0,0.01153846153846154,0.019444444444444445,2.1868421052631577,0.06842105263157895,0.008713553,S
Genera: Cupriavidus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.0,0.0,0.016666666666666666,0.40639097744360897,0.0,0.007758556,S
