Taxa,kingdoms,phyla,classes,orders,families,genera,species,aliphatic,biofilm,other plastic,planktonic,Importance,ANCOM
Genera: Alcanivorax,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivoracaceae,Alcanivoracaceae,0.12045454545454544,0.04859154929577464,0.12238805970149252,0.0657657657657658,0.00611563,NS
Family: Methylophagaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcales,Nitrosococcales,Nitrosococcales,0.5477272727272727,0.6975352112676052,0.44477611940298506,0.24121621621621614,0.006365323000000001,NS
Genera: Methylophaga,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophagaceae,Methylophagaceae,0.543939393939394,0.6964788732394361,0.4417910447761194,0.1637387387387387,0.00535888,NS
Family: JG36-TzT-191,Bacteria,Proteobacteria,Gammaproteobacteria,JG36-TzT-191,JG36-TzT-191,JG36-TzT-191,JG36-TzT-191,0.0015151515151515152,0.13661971830985928,0.004477611940298508,0.055405405405405415,0.005815413,S
Species: Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.07045454545454545,0.3007042253521128,0.4917910447761197,0.5504504504504504,0.009425533,NS
Genera: Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.07045454545454545,0.3007042253521128,0.4917910447761197,0.5504504504504504,0.006766675,NS
Family: Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.07045454545454545,0.3007042253521128,0.4917910447761197,0.5504504504504504,0.012554076,NS
Order: Betaproteobacteriales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,8.53560606060606,2.3584507042253544,5.522388059701493,5.964864864864867,0.025831899,NS
Order: Pseudomonadales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,13.652272727272726,2.1549295774647885,7.263432835820897,2.838738738738736,0.025935041000000002,NS
Order: Oceanospirillales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,2.533333333333334,0.8890845070422532,2.015671641791045,2.5182432432432424,0.018307452,NS
Order: Alteromonadales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,5.8954545454545455,2.1616197183098596,4.719402985074628,3.26981981981982,0.020024969,NS
Order: Cellvibrionales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.6318181818181821,1.0207746478873243,0.8388059701492534,2.421396396396397,0.022441382000000003,NS
Order: Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.07045454545454545,0.3007042253521128,0.4917910447761197,0.5504504504504504,0.019012214,NS
Order: Thiotrichales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.08636363636363635,0.25528169014084506,0.7097014925373133,0.05450450450450452,0.006978537,NS
Order: Nitrosococcales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.5477272727272727,0.6975352112676052,0.44477611940298506,0.24121621621621614,0.009605381999999999,NS
Order: Xanthomonadales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.34015151515151526,0.220774647887324,0.5223880597014924,0.20518018018018022,0.013324731999999999,NS
Order: Vibrionales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.11363636363636363,0.12077464788732396,0.29477611940298515,1.231981981981982,0.010976723,NS
Order: Aeromonadales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.05075757575757575,0.04401408450704224,0.09701492537313433,0.28490990990990994,0.008368506,NS
Order: SAR86 clade,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,0.10985915492957747,0.004477611940298508,1.1328828828828825,0.007167181999999999,S
Order: OM182 clade,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0,0.02288732394366196,0.0,0.24414414414414412,0.005271461,S
Order: JG36-TzT-191,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.0015151515151515152,0.13661971830985928,0.004477611940298508,0.055405405405405415,0.007127556,S
Order: Legionellales,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,0.019696969696969702,0.0528169014084507,0.034328358208955224,0.07905405405405405,0.005213206,NS
Species: Halieaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halieaceae,Halieaceae,0.05227272727272726,0.33133802816901414,0.09253731343283582,0.8268018018018026,0.006308576999999999,NS
Genera: Halieaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halieaceae,Halieaceae,0.05227272727272726,0.33133802816901414,0.09253731343283582,0.8268018018018026,0.0053895259999999995,NS
Family: Halieaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales,Cellvibrionales,Cellvibrionales,0.1287878787878788,0.6014084507042253,0.13358208955223877,0.9412162162162165,0.010063227,NS
Family: Porticoccaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales,Cellvibrionales,Cellvibrionales,0.0015151515151515152,0.03732394366197184,0.0,0.27004504504504495,0.006311287,S
Family: Cellvibrionaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales,Cellvibrionales,Cellvibrionales,0.415909090909091,0.2257042253521127,0.5365671641791043,1.1569819819819824,0.0074467840000000006,NS
Family: Spongiibacteraceae,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales,Cellvibrionales,Cellvibrionales,0.08560606060606062,0.15633802816901415,0.1686567164179104,0.029954954954954947,0.005612724,S
Genera: Cellvibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrionaceae,Cellvibrionaceae,0.34166666666666673,0.15528169014084514,0.4126865671641791,0.6405405405405403,0.005428839,NS
Species: Cellvibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio,0.32348484848484854,0.14859154929577467,0.3440298507462687,0.6229729729729727,0.0053652859999999995,NS
Species: Methylotenera,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera,Methylotenera,1.9833333333333334,0.687676056338028,1.2649253731343284,1.2130630630630632,0.005701478,NS
Genera: Methylotenera,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilaceae,Methylophilaceae,1.9833333333333334,0.687676056338028,1.2649253731343284,1.2130630630630632,0.005513853000000001,NS
Species: RS62 marine group,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,RS62 marine group,RS62 marine group,0.0015151515151515152,0.10422535211267606,0.0059701492537313425,0.8610360360360366,0.006435354,NS
ASV3810: MWH-UniP1 aquatic group,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,MWH-UniP1 aquatic group,MWH-UniP1 aquatic group,0.015151515151515155,0.1658450704225352,0.015671641791044782,0.5259009009009008,0.007630259,NS
Species: MWH-UniP1 aquatic group,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,MWH-UniP1 aquatic group,MWH-UniP1 aquatic group,0.021212121212121217,0.18908450704225352,0.02089552238805971,0.849774774774775,0.011091621999999999,NS
ASV0225: Burkholderiaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.33560606060606063,0.12605633802816904,0.1902985074626866,0.11216216216216221,0.005907258,NS
Species: Burkholderiaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,1.8477272727272724,0.7204225352112674,1.0843283582089553,1.088963963963964,0.011361238999999999,NS
Genera: MWH-UniP1 aquatic group,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.021212121212121217,0.18908450704225352,0.02089552238805971,0.849774774774775,0.011430943,NS
Genera: Burkholderiaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,1.8477272727272724,0.7204225352112674,1.0843283582089553,1.088963963963964,0.010416472,NS
Genera: Aquabacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,1.5795454545454544,0.06126760563380281,0.11567164179104479,0.08581081081081084,0.00507998,NS
Genera: RS62 marine group,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae,Burkholderiaceae,0.0015151515151515152,0.10422535211267606,0.0059701492537313425,0.8610360360360366,0.005980206,NS
Family: Burkholderiaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,6.253787878787878,1.3686619718309858,3.8358208955223883,3.521621621621622,0.019416705,NS
Family: Methylophilaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,2.0030303030303034,0.7598591549295775,1.3171641791044777,1.7993243243243242,0.013297748,NS
Family: Betaproteobacteriales,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,Betaproteobacteriales,0.0803030303030303,0.030633802816901413,0.053731343283582096,0.3398648648648647,0.007078634,NS
Genera: Shewanella,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanellaceae,Shewanellaceae,1.628787878787879,0.5091549295774646,1.3208955223880594,1.135810810810812,0.008416974,NS
Species: Shewanella,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella,1.628787878787879,0.48697183098591534,1.3208955223880594,1.135810810810812,0.007478968000000001,NS
Genera: Idiomarina,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarinaceae,Idiomarinaceae,0.18409090909090908,0.0904929577464789,0.3477611940298508,0.2022522522522522,0.005071117,NS
Family: Shewanellaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales,Alteromonadales,Alteromonadales,1.628787878787879,0.5091549295774646,1.3208955223880594,1.135810810810812,0.009767732,NS
Family: Alteromonadaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales,Alteromonadales,Alteromonadales,3.5022727272727274,1.324647887323944,2.498507462686567,1.5475225225225244,0.010766706000000001,NS
Family: Idiomarinaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales,Alteromonadales,Alteromonadales,0.18409090909090908,0.0904929577464789,0.3477611940298508,0.2022522522522522,0.008121762,NS
Family: Pseudoalteromonadaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales,Alteromonadales,Alteromonadales,0.25530303030303036,0.04647887323943662,0.14029850746268654,0.15630630630630632,0.006294914,NS
Species: Rheinheimera,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,Rheinheimera,0.9280303030303029,0.3038732394366197,0.8499999999999999,0.7822072072072072,0.0073014230000000005,NS
Species: Alteromonadaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae,Alteromonadaceae,2.211363636363636,0.8341549295774645,1.328358208955224,0.6186936936936934,0.006062063,NS
Genera: Alteromonadaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae,Alteromonadaceae,2.211363636363636,0.8341549295774645,1.328358208955224,0.6186936936936934,0.0073833430000000005,NS
Genera: Rheinheimera,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae,Alteromonadaceae,0.9280303030303029,0.3038732394366197,0.8499999999999999,0.7822072072072072,0.006508931999999999,NS
Species: SAR324 clade(Marine group B),Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),SAR324 clade(Marine group B),SAR324 clade(Marine group B),SAR324 clade(Marine group B),0.006818181818181818,0.12640845070422532,0.01119402985074627,0.0695945945945946,0.0066809040000000005,S
Genera: SAR324 clade(Marine group B),Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),SAR324 clade(Marine group B),SAR324 clade(Marine group B),SAR324 clade(Marine group B),0.006818181818181818,0.12640845070422532,0.01119402985074627,0.0695945945945946,0.006426466,S
Family: SAR324 clade(Marine group B),Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),SAR324 clade(Marine group B),SAR324 clade(Marine group B),SAR324 clade(Marine group B),0.006818181818181818,0.12640845070422532,0.01119402985074627,0.0695945945945946,0.009833259,S
Family: Oligoflexaceae,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexales,Oligoflexales,Oligoflexales,0.0030303030303030303,0.2637323943661973,0.030597014925373138,0.11981981981981986,0.005070318,S
Order: Bdellovibrionales,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,0.9219696969696969,0.5753521126760566,0.5694029850746267,0.18265765765765757,0.02098559,NS
Order: Bradymonadales,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,0.3113636363636364,0.5598591549295775,0.2873134328358209,0.10495495495495508,0.011565797,NS
