OTUID,Species name
0d410385b940330b20205b60313fb8f9,Haloplasma
171fb7013abb67305f2ca8cc2b5bdf66,Pelagibius
f98de2568eb0cdef665de29e117e15bd,unidentified marine bacterioplankton
93eeba53da2adc41ca5fc3b5d986598b,Parabacteroides
224a58fc275bef499451f8cf479a6d72,Burkholderiaceae
13c5a9e4a1eab4b085fd38fe7cf5ebd4,OLB14
887a96a5ea8890f2592a0fd3e5933b0d,Blfdi19
caf4c09deb078476b3a948d0b67ec9d1,Rhizobiaceae
32443123e9125ac68fea670170341bf4,Clade I
4e5c12668b9520cc84650fb12095ee8c,Clostridiaceae 1
1c6e48005377229ec4596c210438accf,SS1-B-06-26
733787d2da5255fb9495688aaa0238c5,Kiloniellaceae
f182c044a3bdb2ce987e0d2596c9439f,Spirochaeta 2
3d8606ba8ad8e191f7225e7e824822b4,UKL13-1
ccef6024845497ac1350b058c2711fa7,AB1
b4f05411dcc3a800eac330ff61ec1033,Rubritalea
70f70e26816e1bf1c212f0d6b6497d4d,Herpetosiphon
5273a9a141da36472b8659ad2283424a,Rhodobacteraceae
ca04c86bfda856b54d584b39194de37e,Rhodobacteraceae
4e710cdb38b500343b439484614bb287,Rhodobacteraceae
2e53f095a221c55be821d378ec4a0516,marine metagenome
c0c52f4698c923b65ae9bfc5174277d5,Moritella
243652e1d8501d7dcb91d5fe44189fe0,Croceitalea
4deccd0a8795fcc4cb4abb6c7e24c32c,Alphaproteobacteria
c1259d1eac2bfcd32a7df25b0b2603a6,Saprospiraceae
073b40ab77e3f7a9deff8fd5aa156d03,Micavibrionales
58b263295d674a8da0ab18d88a13c7c3,Rhodobacteraceae
89aaa27812cb0ac559d410fd79922c4c,Pleomorphomonas
c7ae08af8ab026ee410f960a50cc3d9b,Rhizobiaceae
ea6d39efe2fcc0c1d37c6133d70d8447,Marinimicrobia (SAR406 clade)
c9a6b987d54cc71904d9323f67f93a5f,Chitinophagaceae
16256defbe5457d00b4b9d67896537ce,Aureicoccus
209be375e9dec764651dff6c929d4af5,Nostocaceae
b02c857efd3f6d392fd963a34ac50afb,Proteobacteria
e5b83069871060b2fbf80d16a1b42c03,Alphaproteobacteria
4a9f13384b7e8e99a33cbd4dc2915b07,Marinicella
f7d71c2b22658dfae800bb4c7afac535,Roseibacillus
2737c244d39582cb1de6b1de44d40df6,OM190
90d6b905eb25d0059b22c6b9efc2e8a4,Rhodobacteraceae
8351f3143fab2a78f73e61424040c0ae,Loktanella
7b3c4b0e1255cfc96a4bbfaab33dea38,Urania-1B-19 marine sediment group
45578833b532dd07073502061a63a357,Steroidobacteraceae
72a80d87607e89f17857e5d3a53211da,OM60(NOR5) clade
52fc6b7a6cc7d11e5f1070781b1d5948,Arenicellaceae
e60adda5d08d866b05249df20d1756de,Dadabacteriales
762f45728dfb4817880ecc817ea4d2f4,Proteobacteria
cb59ecd63ad38711d94b3c7ea56da861,Rhodobacteraceae
edb17c5f8f63ca3551fa4856b06bc9d4,Rhodobacteraceae
07af43b2a16bbdf59f49aa2df821daf6,SAR202 clade
8cd2940f7925f9b384d37ff84b623d07,Arenicellaceae
5195ae37a5dddfd1ecec2c151d362e06,Caulobacteraceae
75203baaecbd602837428fefac856900,Marinomonas
3180e331c46a63c6f3f0f5f4bcf33906,Candidatus Nitrosopumilus
53f4fa5086ba14d2076e3f0a6345c832,Burkholderiaceae
6fe7f1ee1f5b6c9a4e76f0fec776eeee,Xanthomonadaceae
5eb77aa52b63b852a4ce3c9958686817,Phormidesmis ANT.LACV5.1
02041f0fe3ca98367983d4af71689f86,Alphaproteobacteria
264d1187a2883f1bfd18679b0f67ed3a,Gaiellales
d6086237f58049ee7d3c11ddcb3c1978,Bacteroidetes BD2-2
7b005ebcab050a635d645037dfaf1e82,Sphingomonadaceae
b28a5f283b16d20ad139521303891aa3,Subgroup 10
744046763cda277ad4511a75e1268151,Gammaproteobacteria
7762817c7abf85d8d32fee4c88379737,Methylacidiphilaceae
b63362aa30e44a714956628989acf8df,Alphaproteobacteria
c161d29637c463dd794d2a940b7a32f7,Niveispirillum
85ea58f1138d6b862c41752c11156c34,MB11C04 marine group
ba48fc5b72d78a2728c6e1516fcc19b6,Rhodobacteraceae
35d3ba45b077c15d696884087b302cf1,Blastopirellula
29aa57ed213e1101847f03fed7bd538f,Pseudarcicella
bb4bf10365a69f27a144dc2edb155bbb,Lentimicrobiaceae
b4b734229b747e8a7bdfa3e021a5af2d,Pseudofulvibacter
6b1a8c27c2650e4e77218b495a47ca74,Luteolibacter
a080a409c3444a2a2ebd1d7716b1b32f,Sphingorhabdus
49ec5aec46df1496722a61e75b747bd4,Saprospiraceae
746cdece7c2d22523286a832620fca3e,RBG-16-49-21
5a063fdaad5d01bab6cef31363d82afe,Rhodobacteraceae
33ea205f107b8e2fa563a45a8befb614,Schleiferia
8d901a2b700b3cc6d36b4ce26c7b9d4e,Saccharimonadales
bdff23cddc5ea4084f41e9f9a3fd0d0e,OM27 clade
5dd2d6c4ec3dc96e8c5b69d5af63e673,Gracilibacteria
19752694f599328892bc79cf04975906,Sandaracinaceae
dfd59f971efeb0b8570c4a5cc150381c,Pirellula
c28f8b8d62168a8def39978eb3cdb092,Tateyamaria
e30535acfc53f6cdc69ba0e78dfc38ff,Desulfobulbaceae
63e0410e97d654c0a897abd331597804,Rhodobacteraceae
a08742ad97c1c07afbffc474dfb6720d,Roseibacillus
19f1584a86689ccda6b2f87b8977ef09,Micavibrionales
b36023fc56449cdd4e744a34b01598f8,Sphingomonadaceae
950355c26c8f5e4bb190491b6c48cb28,Hirschia
02b4ef0a72b97903dbaf12059cedace4,Ferrovibrio
dc890b16226a740bf81f74556237c3ab,Arcobacter butzleri
94edba41ad454a84137c90c893f21d5d,Rhodobacteraceae
6c7cc7d18ee8f677b367eb9582234cd1,Blastopirellula
db96c742979b2265743e7f38f8b709b5,Micavibrionaceae
2dc267865cbaee2f8c9cd25ca6df7a13,P3OB-42
8052cc02fc1077a0a7949d62bed7f0f0,Cellvibrio
53446f6ee2b93ec44a113165c6e2096b,metagenome
57453e074548e5c1d0750cdff08eefaa,Phreatobacter
545f20008b06f019103a0188cb3da0b7,WCHB1-41
8e16fc8ae174ad8ee281f1e0c99647d9,Sphingomonadaceae
8e6fe45f6c719be3d495f9f48fb24767,Croceitalea
1274879de84c6e9f91c004eb4037d06f,Acetobacterales
5f0a3d5438e6557499316db1088ec42d,Gammaproteobacteria
8acacb806428bc79e5a5ed26df1a5cd3,Hyphomonadaceae
de5350258b8fd538c9cb2fbc73240700,Rhodobacteraceae
1458bab29acbcedf86833ce6e51db0a2,Fluviicola
d6ff45bc8514558bf0a6346ff773a6a8,Marinicella
c3b299befca3c0ed416c900f7a2522f0,Rhodobacteraceae
f9d26d8c0f04a5f8693834684f24b792,Lenti-02
e1833f89ba837e03595e709da456de5c,Halioglobus
97a9e1c6ad1e6b90899184d7bc40c9e9,Chitinophagaceae
0374b51942b5e9b2e8754d8c46af3fba,Gammaproteobacteria
2b3dd249a5e64be7d79d1cd89239fa5f,Planctomycetales
d168c44c0ac0f58b3c24238f68d18e5d,Rhodobacteraceae
3de0d199f3f459f3cf71839b058072c1,Oligoflexaceae
d6f30c2ceed71beac5839ed244b3e275,OM60(NOR5) clade
80c6f59db7553b40a6eed739e1b07e71,Arctic95B-14
fb7d6d580de4e0b50bd77d894be8b4c2,Alphaproteobacteria
e80faaa50117caed0ce57ce670d19f0a,Pontibacter
7b094f9143fd42633c8fa01fcd942fa9,Lentimicrobiaceae
5aaae5d5b8ee4a4cc639aa67649e07b3,Thalassotalea
ff67acdd7c634bd4a0c9ee760091e0ab,SS1-B-06-26
ec929ec19db79adfb264f4e11da40bd9,Polyangiaceae
89d9f063872078147f2c9eccaa14a572,Granulosicoccus
e6df5d00355d49b35cfdad5614843bae,NS2b marine group
233f0083e5de834325e1758ddf0b2857,Phaeodactylibacter
3e5f883feea48a341612a62d7c753196,Rhodobacteraceae
751239888a90379627425720dbf73124,Gammaproteobacteria
b92b0dcaf99964f500e1734b28e4cc92,Fusibacter
534a2729a1e5bcab6cdc6808d3a0c301,Flavobacteriaceae
c783f113a9f86cb1d88f74dfb6548f4e,Rhodobacteraceae
8992f89ebf8e44efcc373c22923fa5be,Sphingomonadaceae
013ffdab987366db6f7c85b053b77ceb,Legionella
0b14bc545295abb80247367673eb0d6f,Burkholderiaceae
8eb1f5b929595ac4c2249cf87f8d7255,Rhodobacteraceae
b2f6f78bd79f1eb6e1cc32f3ec922605,OM190
3b57c48f39fc24743f59c32810a42b3c,Marinobacterium
fb5d33e9375e4d1640c7eaf9ce9ea7ed,Ulvibacter
361e0be9a7de6bd0bfef01bbd400a54c,Puniceispirillales
fd551f707155a8163e15c1192d870774,Rhodobacteraceae
bcdaeab09f4d02faba8e4e6b12ee7bc4,Hyphomonadaceae
3cf41c17a4805ad30bf3b46c97aaa1af,Rhodobacteraceae
74cae84a7f070326d0477cb5cbbe5066,unidentified marine bacterioplankton
ae2d5e2527eeee19dbcbc016aa38b91f,Marinimicrobia (SAR406 clade)
91d712d429c70a2618551044bfa5d1e6,Rhodobacteraceae
7efe108d915e72aa4d7ccea4423d0be4,Crocinitomicaceae
f8bd5ba48809e1770199f41edb38e6cc,Bradymonadales
426576a9b28ca6d7afad2e1eecc6bdf0,Flavobacterium
834c3505cb4ac547234a94ba58c9e17a,Alphaproteobacteria
7efaa906bfc93de7b9ede74263a587e8,Saprospiraceae
a40a56e7a3d35c2f3a94c262a67017d6,Crocinitomix
4e36651dbe4b9962bc109b35066dd5ba,Proteobacteria
f0c51a4fd75096ee36c01c63fbc31cec,NS2b marine group
f01a72a5ca70e6cc42684644bfdace21,Xanthomonadaceae
f49a25a0522e71b6c1a0e5efbc8b49f8,Pirellulaceae
32654c60d90186879facc34ec0c76669,Dokdonia
335e6db8603a4c2d6fd8d6bafab60677,Cyclobacterium
45174e30323b17d8a5a3c70fe64a8716,Portibacter
294ee1e5dee37b4f2a23b6ff6900fa2d,Persicirhabdus
b813d06f5fc5ac820731d8900618f6fc,Acinetobacter
672caf92a0d60c3244ae230c8fb69312,PS1 clade
fa2b3d6d1460da2a04d60509263d37a0,Halieaceae
0d60e6714cf31a7e0483d38602af7957,Micavibrionales
54e11556e0a26d927fe6e7b302e588fd,Sphingobacteriaceae
33846682729cf059b14ef5a465ef69f2,Candidatus Planktoluna
a7cc3d149ea8272080b5ba1d2d666fae,Burkholderiaceae
24074f8b584eae28ead14a03cea224c7,Flavobacteriaceae
b3f920d09ee8a133e0811fed13ed897b,Proteobacteria
3b37bc6c0614b58c6df0f11eda3bf1f1,S25-593
c67a71ff502267fb41871f21dde6c9d6,Rhodobacteraceae
d207285da6d698f3b3443ebfae4fa303,Rhodobacteraceae
3a61b0dd33cbf078a6f284ca727d795d,Marinimicrobia (SAR406 clade)
52011799a4240a7b5bf9f0073729844a,Rhodobacteraceae
f4a4457033bcf60e3afc839917facca5,Saprospiraceae
162779dde02177bb794572a726a03310,Magnetospiraceae
d077357041a16eea93d5a795bee2c190,Puniceicoccaceae
69fa9e74e79a15559f295eb4f26316ea,NB1-j
ff90491ddddb90a83a6dfc08d2871d69,Sphingomonadaceae
160ed77110efcc8bb096825e7a75cb9c,Clade II
d7a458d4371b9d9b29f8c14ac64ab6f9,AEGEAN-169 marine group
743446ca183b80513c1e3dba95a60ee9,WCHB1-41
6e02bde1cec022762c5608b6b9e91d87,Caulobacteraceae
a5262b6004650c9302795f27ad647be3,Alphaproteobacteria
d02b31d9d27e4151908296543743bcbd,Pseudofulvimonas
142fa4e24a3417258a44e474ed7649b0,Proteobacteria
0c6ca8ba12e800cb347820df700fa832,Ferruginibacter
4fd91a3c9212b2b8f4bd99b4142732c3,unidentified marine bacterioplankton
76c7235244c5bf94a0175580163b66fb,Rhodobacteraceae
9077321bd9fc08b0a2162134797b58a4,Filomicrobium
ed8394ada558b614dd2fb2be852ddfbd,Clade Ia
49b35e389dc08a65dc9dd964443f5dad,Candidatus Omnitrophus
083e447ea0cf2a54beae4df5f9623d34,Verrucomicrobiaceae
469d0b188c81ac5f58e05cb0bdfcb2b7,Maribacter
0c604bc79204a6f4cea79c14bb7914ea,Chitinibacter
f0930d8a2c073908c07db645adbdea2d,Rhodobacteraceae
849c000404a68b97a3b9e0f8fabf2e42,Rhodobacteraceae
c4aed44e107c8169d4589af61126a3be,Saccharimonadales
ec609443322dab4558a12ac19f0e3503,Betaproteobacteriales
53ab997fdc9a39be6708d429846d78a5,Loktanella
557d17dc1a93ddc9d7bfbad8910c31d8,Roseibacillus
b405c4c04a0bc3de2f24503805c71942,SAR86 clade
1b17dd75a57b884b88ef9b4eb0c8cb8f,Bacteroidia
2fd0921062719623ca375db1fd21d8aa,Pseudahrensia
f3ae48cab9d0e68fd5286424c22bd478,Owenweeksia
25b4497ba35af1ad00af77169cc79f52,Colwelliaceae
976ac4b66d433fad9730e2f7469f8b55,Undibacterium
c3f94c7c64710ba6cc39ff4742a7e705,SAR92 clade
dbc6cb5e261941a3c4bd5dd0cb727c8e,0319-6G20
e3bd4c321c5364d01871ebb503a1dc7e,Colwellia
29ee71f53f8f705835ebbfd6af900a2e,Proteobacteria
a6fbfe316e572b71d9c44a4370c8bfe2,Subgroup 22
1ac8e0faccd7eaf60657e2df8494a900,Marinimicrobia (SAR406 clade)
9cf2419ac0fef2807fb1e64668cb05e7,Rickettsiaceae
2734a2136524132ddc08e843b4b69fdc,Flavobacteriaceae
269ec5b558f12d1d4bd7dbf5d984e813,Saprospira sp. CNJ640
d662d41c478094e4a8f701d57e0564d4,Sediminibacterium
1009bd7526a8136092cfd36c8d724caa,Magnetospiraceae
2448a80a03cdc7e7c5e863aa689b6e12,Desulfobulbaceae
47a720f6db293ee27d694b8cd7f72ac3,Rubidimonas
d23c235f41d3398df2e2f5edbac63604,Fulvivirga
c3d42d51fff8439f728a1c71029ef027,Sva0996 marine group
06e53879c84f7140c8daa6e4ed6388f6,Gammaproteobacteria
227d3d87e426b8720a4536e30c73d423,mucus bacterium 80
319b6436b40b69eb28fecfa461ad6542,Saccharimonadales
a8475e8bec757f3b46c2c4da110bb974,OM182 clade
45f98af21a999466d06cb30938e0465c,Bacteroidetes vadinHA17
67b96df156e3d8193be8b8c37286d59e,Sphingomonadaceae
ff7344ca4d5cfd37e85792bd7344fb2d,Halomonas
24b543b86e3bec37f433a4c146a425ad,Flavobacteriaceae
0015c9a2d56c335b8bea39f2482583f5,Rhodobacteraceae
2ec5768f0820efb7224e28b7e7cadc30,Alphaproteobacteria
9d5d426ba4442c77f513d688368620d0,marine metagenome
08851e0934ece3b453477b9cf1f98af3,Flavobacterium sp. B202
d837cb01ec2ca951e34206545feae63f,Anaerolineaceae
932b81adace89ec5815b361018c72be6,Maribius sp. MOLA 401
74093ff1cb4ee6ae2790a99dc4db4f22,NS9 marine group
d12b1f71a0567582354d343d471227ba,Rhodopirellula
33a5abbffeda92daf65c388c280a6c71,Burkholderiaceae
414933987972080971031a8943ddf24d,Euzebyaceae
d6fb71f41c669adfab92a2461a93a5fa,Alphaproteobacteria
5ca616cdf71cd33902079e3cfcfbf60e,Burkholderiaceae
d2d7bbca6db16983b267d741499a6762,Marinimicrobia (SAR406 clade)
fc5782c58f02c460f2b27d8960e5132f,Blfdi19
028ede7aaec86d4b3c3bdf91a6335ee9,Rubritalea
3d4a07d7412cdd184d31ee9d33d2de21,Bacteroidia
6755fb39ef17ac6b19d6b63e9808d7e3,Caldilineaceae
bc8652430dd031d445860bbd660d8088,Candidatus Entotheonella
a1c96a0a7859b5e02c60858d108ce372,Cryomorphaceae
0149948a1f374acddf54579acf2ee182,Proteobacteria
e8bf3b0a6f051bf05c5493431ef1c985,Rhodobacteraceae
6788edcd86891630b5a359c5b4934916,unidentified marine bacterioplankton
5c168f36db5a91d086704e153cc735d8,Loktanella
773502158f9070cb16ed131394e85f42,Lewinella
138a3babbed0e8878df9f20f2f8cb1e1,Flavobacteriaceae
225dc57fb911a5a38b26f53f4669456c,Lautropia
752cfc0bbfb8c66576e091243d15812b,OCS116 clade
5eff4bfd540c8634a9830750f3a6af9c,Fimbriimonadaceae
a979fb75645bdc34efb185f68b307eb1,Deltaproteobacteria
99a7ec53bdb9c2651d12a0da4e08e8a2,Paracaedibacteraceae
a9d7d67dc8deba4594b8741248651ad6,Rhodobacteraceae
5e040c437df8e775315feb02bac554e9,Flavobacterium
14b9af1d2217c2bddb4176accf2023b3,Litorimonas sp. HME8110
c46cea2205e8b224154be5e7b468d466,Pleurocapsa PCC-7319
5da58d2c108d4e6f9524fa460319c255,Blastocatella
2ccbb636c402e908d60f5b6ab15fc91f,Phormidesmis ANT.LACV5.1
4b04ccf7ff5297d23e0647c48c0af9a7,Chitinophagales
d56972da2f204f9f89089ffd24fd1bd9,Parcubacteria
13fbfb6c36c66bdddd99477f5434b47b,Nitriliruptoraceae
a8509cf128f73da7bf1f3acda68ec5b6,Microtrichaceae
f2737162a6e42be0d5c4f434f30c0eb1,Marinimicrobia (SAR406 clade)
e46f7181ccb8948c191ffff7f84698bb,Arenimonas
49b2b67e767a7a3dcdba19d3338a0166,metagenome
5c243b8bdb634ff6186d229843bc5820,Mesoflavibacter
ad7363674d9860c069aee33a5fdad21e,Halieaceae
e58bc835f17d29ebceded0a267f4aea7,Microtrichaceae
3d808d403bf5a35248ca223a53e5f41e,Saprospiraceae
cd35f8f142d8633e8e364fb457a8a12a,Rhodobacteraceae
7ee9c3910954dd455e2d512250faadbf,Sva0996 marine group
8b98e2ae831556a87ac35d9236cbb9ff,Proteobacteria
97e2d5f3b0d106aa9f3d70b237615f0e,Bathyarchaeia
886f5d5f9767f8602025fd372e6d802d,Rhizobiaceae
21390243e0a1f871d4092ee31eb17d52,Thalassotalea
7ff1bbedfd6a975b83dbc83efd3c1cd4,Cyclobacteriaceae
8c67e45c061bc65bfbc6a0aca9d02716,Robiginitomaculum
ba025b301734ccca941bd29a4b099b25,Deltaproteobacteria
a99589038551962ed77a10a1adc32ba9,Prolixibacteraceae
e4941d3713d04f0bf3b13fac545a0d36,PS1 clade
592b4e82a3096f3fbf166f645b5ad422,Gammaproteobacteria
4b283461dd718f564062a9ea7f3e70b1,SAR11 clade
3b19697af6268cb40e863240e5d55a83,Ardenticatenaceae
aec7bb6169fc29156041ded5129264c3,11-24
c76592d69baa9c6fdf8eed6082da21c4,Saprospiraceae
2c27a02255f1e2f74db05a362dcbfc1c,Nitrosomonas
5a3eebe2db2e0e8a5534012e43e74b9c,Caldilineaceae
a8f46f57de14acc72a59743b510d2563,Chitinophagales
52d42cbef4e58babe35ec6202e1facab,Rhodobacteraceae
2eae7966e427efc42972002a73747fce,PB19
44653fb1d5baf6c7ffc26c51eac7603d,S25-593
a6f3c374444b3673090ff5a5ca1f6814,Marinimicrobia (SAR406 clade)
ecde1305a293596e060df9214d0613f2,Bacteroides ihuae
2265c94f5d29adeeb466cb2d9e58dddc,Schleiferia
cc46947fc7ae0ce9f110bd4d113e06d1,Rhizobiaceae
96ecf73b4f736eee562a5f46089ed059,Anaerolineaceae
49768e0b2caeb2bc5a9c0c3f1f50303e,Proteobacteria
6b2b0c115c4d65e9b61db9abdb7ffcde,endosymbionts
01646a9be3c67633e3a7d2e1592244b3,Vibrio
aaa69f5f2fb6cf49c8efa74183ddd9a4,Microbacterium
807f757e578f5b470a2ac891938bf1de,T34
b45ea5ef1a8d93d3873c137f5d692ebf,Planctomicrobium
d84180cae6925723670eb073d6da94e7,Marinimicrobia (SAR406 clade)
7a4b1a5d9b26955f3f3be0274f17e735,Micavibrionales
29b36587344bb929651696c2a41e56cc,Mesonia
6e6a6b54a749472f73ddb1ea87e92dca,Christensenellaceae
d24ba3e2bca71e0ab8255a046debb2a6,OM27 clade
73078f0441ba4be5672b37717cf97311,Alphaproteobacteria
16c1eed0ab5b69f12c3fc7374d9047c7,OM190
0a41c0e7b0435df6ab6e08f5288a2e16,NS4 marine group
5b011d3b2e5b5a99d76aa4fc5a56b66a,Unknown Family
31fa6088d3362b12a35ffc0306b1ce06,metagenome
57dde192ef7a152e9402964ad8385b65,Rhodobacteraceae
a50a9c77cb7d108cb887b0f38875d443,Erythrobacter
2f1fc55d99c74c1450c627da45a6374a,Alphaproteobacteria
39400162cd0bedb0296d36ef83dcddb4,MBAE14
44a44beeafba579aaf2006738e85c334,Saprospiraceae
bce25385421ee376765031abd64dd83f,Clade III
767b35e15b1dc93b53b9f7f654f9062e,Alteromonas
40f02265bf36605b15279403c8b851b8,Schizothrix LEGE 07164
fbf321f97d41a3fdbe1042171869e9e6,Clade II
2e752fd14acf7c1cf1dab03ab70dfe9c,Proteobacteria
9eedf39ae294820fd5d1635dbc73ba32,Aquibacter
79b1f733598c8ebe6b15049b0d849ad9,Coxiella
cdc60ded672408fa3438ef863761ccf5,OM60(NOR5) clade
dc796a0a3e90ae032891f136722ed6fe,Rhodobacteraceae
e801b1416ac9e381f0355e2018168d2f,marine metagenome
db114b5e38bcc2948c1eccce5f63b0f7,Alphaproteobacteria
9839c76a3477ebafc348302db67ec95d,Pedosphaeraceae
4fe1848e8a77b1549662283a1e56c049,Bacteroidia
7c07596885c7e0fcae5ccabd165eb4d8,KI89A clade
52cd52dfe4f7e753470085f2120dc6e1,OM182 clade
bab72ed59d0f5e0893d09d8449e48f9f,BD2-11 terrestrial group
8787dc295950c53873b7ade8df61d312,Alcanivorax
930b7882e0bc13e2e7fd4eb385790585,Subgroup 23
c5be331359825c00353d03a5bd619363,Alphaproteobacteria
6d04de8cc4a1df332a852fd85ce91f75,Rhodobacteraceae
96b9d75d63befa31d71cdf46a1170f3c,Caedibacteraceae
c9f47ba1a1b18f30b77f2c41040e76df,OM182 clade
0f675f596a90c89d1e80829033e4b31d,Proteobacteria
53f1f97944be2b7149bfc81b8851f727,SAR11 clade
2fcca673c1a60cc0e140698069495909,Rhodobacteraceae
a59c4a6be251bfe2c31c3305e763d7b8,Williamsia
c7d02b89fa3e739cc61473a07fef0025,Rhodobacteraceae
68baa4a51ac6d9d7a1b734a340fbf289,OM190
804550445b94105f1b664009ea17f7b0,Ferrovibrio
10a65e8d82f56f45719a6bfba3ba2fbf,Labrenzia
56b1296d08a68b5d7c616e25792b8017,Gammaproteobacteria
20c5dec0c7c7b4332284178ac896ec66,KI89A clade
ec9debc660e9524614d62827b2bbe58b,Pseudohongiella
490d3c95ecbf85f86f80d705c8dff46c,Acetobacteroides
117640bd7342523fb504ec8b0730d723,MB11C04 marine group
92de1d35cd99a2daa8cd693464457ffe,Phormidesmis ANT.LACV5.1
a76512ce8c69b88a44898b2dc496cd51,SAR92 clade
ab9dec01f7f57570cc0b8cbec8d76eb7,Cryomorphaceae
6d4c10ec1274ca77fd80406d883393e0,Micavibrionaceae
2bfa52684fd966fa6d9e675618ec94b7,Arctic95B-14
b86a75df482f0fc6da75c20d1c434a62,bacterium enrichment culture clone E33
52caf746e2bcaaf9d7c3e5a371ccc168,KI89A clade
635688b52543971935482f027a2a9f47,Taeseokella
b0bd4df79761fe540007fbb03701f44f,0319-6G20
f60ddf1ef81fc0835fa8914c6240e3d3,Rhodobacteraceae
1b298a7b1d4dcc29e3c35c8445304307,Rhodobacteraceae
d84fbf83dcd7343b2b0e94d7ba80de85,marine metagenome
51b2437f8bf206724bcda22dd227a07b,Thiobacillus
1f699a0674f5170f1d3407bdc684e809,Alphaproteobacteria bacterium
8a85ae9c3184db746c415330598e4de1,Aquimarina
955cc5c432364def19fa2d9c8185efce,Ferruginibacter
b2c7f912f0c9c47667ab4ecdc1bff415,Kordiimonadales
d66d6a39cb1ce0254d6832f00f0cd6ab,Saprospiraceae
714ae1fa101149039e0065ecb63c96c4,Micavibrionales
d5f92f0ac0e14963a1aecd5ebfdecd69,Gammaproteobacteria
5af9bb146ea7053d4e3ff8a2e6148891,Oligoflexaceae
417012693893c3dea01a2669bdfbef69,Flavobacterium
279cc8d32e294bb9a9922bb2f6f2132f,Saprospiraceae
08d8856dd28d0d646b067bb5ab852652,Bacteroidia
c4e5310028b73b440aee345d5cee4ec8,Rhodobacteraceae
0962552ec9f104dd79940776f724de52,DEV007
1aec61f6a05e4d45d33ffb4b1e027601,Alphaproteobacteria
84d9de6c602cbf3e0b82e06ebbce12e3,alpha proteobacterium SCGC AAA015-N04
08d46516c5dd776f9d587c25556df8f2,Unknown Family
14d871012c77b1e91a346e28d30b8883,AT-s3-44
f5103e170e29458e9511d396ceac2582,Cm1-21
9029ef027b9f160b90570a228a8a2885,Rhodobacteraceae
58aab219bf57d5971165203a6bcdce79,Pleurocapsa PCC-7319
713362daf3e486e61d48e10c3131a5b1,Clade I
690cf347235e791e1089d7c29f2f1a7b,Halioglobus
75f3d359a43e97e1ecc2349274461e96,Crocinitomix
9e3936e5f23cfdf6839b5bb66df8009f,Gammaproteobacteria
415b3e69b9573dd3155fd7d694a0d444,Pseudomonas
